Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations,Unnamed: 0.1
73614,Coco Bambu Iguatemi Fortaleza,1,5,2021-9-1,2021-9-5,ótimo lugar  atendimento excelente do joelmir  ambiente e comida maravilhosa  música agradável  voltaremos outras vezes  indicaremos muito ,Almoço agradável à dois,61tayarar,"('ótimo lugar  atendimento excelente do joelmir  ambiente e comida maravilhosa  música agradável  voltaremos outras vezes  indicaremos muito ', {'entities': [(47, 55, 'AMBIENTE'), (78, 84, 'AMBIENTE'), (6, 11, 'GERAL'), (58, 64, 'COMIDA'), (13, 24, 'SERVIÇO'), (38, 45, 'SERVIÇO')]})",12
104188,Coco Bambu Market Place,1,5,2020-12-1,2020-12-24,fomos servidos pelo garçom pires que recomendou o prato  rede de pescador   ficamos impressionados com a qualidade e variedade de frutos do mar servidos nesta opção e gostaríamos de salientar o ambiente romântico com sua excelente música ao vivo ,Excelente!,DrPadula,"('fomos servidos pelo garçom pires que recomendou o prato  rede de pescador   ficamos impressionados com a qualidade e variedade de frutos do mar servidos nesta opção e gostaríamos de salientar o ambiente romântico com sua excelente música ao vivo ', {'entities': [(194, 202, 'AMBIENTE'), (231, 245, 'AMBIENTE'), (130, 143, 'COMIDA'), (20, 32, 'SERVIÇO')]})",13
174242,Coco Bambu Osasco,0,5,2020-2-1,2020-3-2,minha experiencia foi uma das melhores  as bebidas  a comida foi tudo maravilhoso  permaneci no bar durante toda minha visita  os atendentes muito simpaticos e atenciosos e principalmente em especial ao josemberg  bruno e a raquel ,"Minha visita fiquei no bar e os atendentes são maravilhosos, simpáticos e em especial ao Josemberg. Tudo perfeito",NorthStar364898,"('minha experiencia foi uma das melhores  as bebidas  a comida foi tudo maravilhoso  permaneci no bar durante toda minha visita  os atendentes muito simpaticos e atenciosos e principalmente em especial ao josemberg  bruno e a raquel ', {'entities': [(54, 60, 'COMIDA'), (43, 50, 'BEBIDA'), (130, 140, 'SERVIÇO'), (203, 212, 'SERVIÇO'), (214, 219, 'SERVIÇO'), (224, 230, 'SERVIÇO')]})",14
108944,Coco Bambu Brasília Shopping,0,5,2017-5-1,2017-5-4,restaurante maravilhoso  o forte são os frutos do mar  porém de novidade estão com um menu fit  com opções veganas deliciosas  experimentei o ratatuile e a moqueca de banana  ambos sensacionais  vale cada centavo e é muito bem servido ,Espetacular ,veronicaciteli,"('restaurante maravilhoso  o forte são os frutos do mar  porém de novidade estão com um menu fit  com opções veganas deliciosas  experimentei o ratatuile e a moqueca de banana  ambos sensacionais  vale cada centavo e é muito bem servido ', {'entities': [(0, 11, 'GERAL'), (40, 53, 'COMIDA'), (86, 94, 'COMIDA'), (142, 151, 'COMIDA'), (156, 173, 'COMIDA'), (200, 212, 'PREÇO')]})",15
74332,Coco Bambu Anhembi,1,5,2020-2-1,2020-2-29,muito bom o serviço  extremamente prestativo e educado  muito simpático e comunicativo  voltaremos em breve ,Happy Hour Cocobambu,naschettini,"('muito bom o serviço  extremamente prestativo e educado  muito simpático e comunicativo  voltaremos em breve ', {'entities': [(12, 19, 'SERVIÇO')]})",16
87329,Coco Bambu Anália Franco,1,5,2018-5-1,2018-5-15,atendimento muito bom   marlon  os pratos bem temperados  uma delícia  ambiente bonito e aconchegante  vale a vir ,Presente de aniversário,Laura C,"('atendimento muito bom   marlon  os pratos bem temperados  uma delícia  ambiente bonito e aconchegante  vale a vir ', {'entities': [(71, 79, 'AMBIENTE'), (35, 41, 'COMIDA'), (0, 11, 'SERVIÇO'), (24, 30, 'SERVIÇO')]})",17
53916,Coco Bambu Recife,2,5,2018-11-1,2018-11-25,super recomendo  comemos o camarão 4 queijos para duas pessoas  arroz com passas e batata palha feita na hora   um charme   o ambiente é bem bonito   música ambiente de qualidade  fomos super bem atendidos pelo henrique   os doces são uma atração a mais,Maravilhoso!!!!!,AlexandraMalfatti,"('super recomendo  comemos o camarão 4 queijos para duas pessoas  arroz com passas e batata palha feita na hora   um charme   o ambiente é bem bonito   música ambiente de qualidade  fomos super bem atendidos pelo henrique   os doces são uma atração a mais', {'entities': [(126, 134, 'AMBIENTE'), (150, 165, 'AMBIENTE'), (27, 44, 'COMIDA'), (64, 80, 'COMIDA'), (83, 95, 'COMIDA'), (225, 230, 'COMIDA'), (211, 219, 'SERVIÇO')]})",18
179436,Coco Bambu Uberlândia,0,5,2019-7-1,2019-7-9,ótimo o restaurante  comida e atendimento exemplares   matheus ribeiro maetria aranildo  gerente gildo cardozo ,Sérgio Filho Garcia Paim,SergioFilhoG,"('ótimo o restaurante  comida e atendimento exemplares   matheus ribeiro maetria aranildo  gerente gildo cardozo ', {'entities': [(8, 19, 'GERAL'), (21, 27, 'COMIDA'), (30, 41, 'SERVIÇO'), (55, 70, 'SERVIÇO'), (71, 87, 'SERVIÇO'), (89, 110, 'SERVIÇO')]})",19
61520,Coco Bambu JK,0,5,2018-5-1,2018-5-19,o atendimento de rodrigo uchoa  exelente  a comida estava deliciosa e o ambiente agradavel  recomendamos,Jantar em Família,Rafaela A,"('o atendimento de rodrigo uchoa  exelente  a comida estava deliciosa e o ambiente agradavel  recomendamos', {'entities': [(72, 80, 'AMBIENTE'), (44, 50, 'COMIDA'), (2, 13, 'SERVIÇO'), (17, 30, 'SERVIÇO')]})",20
109471,Coco Bambu Frutos do Mar,1,5,2019-7-1,2019-7-15,comida e atendimento pelo jeferson foram excelentes  os pratos são muito bons  o chopp bem gelado  ambiente muito agradável ,Jantar,Joao F,"('comida e atendimento pelo jeferson foram excelentes  os pratos são muito bons  o chopp bem gelado  ambiente muito agradável ', {'entities': [(99, 107, 'AMBIENTE'), (0, 6, 'COMIDA'), (56, 62, 'COMIDA'), (81, 86, 'BEBIDA'), (9, 20, 'SERVIÇO'), (26, 34, 'SERVIÇO')]})",21
141222,Coco Bambu Lago Sul,0,5,2015-11-1,2016-3-16,os pratos são deliciosos é bem servidos  fomos dois casais pedimos dois pratos e sobrou muita comida  recomendo,Muito bom,Cristiane O,"('os pratos são deliciosos é bem servidos  fomos dois casais pedimos dois pratos e sobrou muita comida  recomendo', {'entities': [(3, 9, 'COMIDA'), (72, 78, 'COMIDA'), (94, 100, 'COMIDA')]})",22
101370,Coco Bambu Sul Restaurante,0,5,2017-8-1,2017-8-26,comida boa  bons vinhos  agradeço  o atendimento  excelente  do garçom  sousa foi show  local que pretendo  voltar sempre,Comida boa e bons vinhos,Josete S,"('comida boa  bons vinhos  agradeço  o atendimento  excelente  do garçom  sousa foi show  local que pretendo  voltar sempre', {'entities': [(88, 93, 'GERAL'), (0, 6, 'COMIDA'), (17, 23, 'BEBIDA'), (37, 48, 'SERVIÇO')]})",23
184733,Coco Bambu Restaurante,0,5,2022-4-1,2022-4-21,rogerio foi sensacional  atendimento excelente  ajudou a escolher o pedido e foi muito educado e simpatico,Avaliação,409mariaeduardag,"('rogerio foi sensacional  atendimento excelente  ajudou a escolher o pedido e foi muito educado e simpatico', {'entities': [(0, 7, 'SERVIÇO'), (25, 36, 'SERVIÇO')]})",24
18606,Coco Bambu JK,2,5,2019-8-1,2019-8-10,muito bom  atendimento metre aurelio brandao   denilson   muito gentis banda incrível   truffatori trio,Espaço lounge music @truffatori.trio,Dani K,"('muito bom  atendimento metre aurelio brandao   denilson   muito gentis banda incrível   truffatori trio', {'entities': [(71, 76, 'AMBIENTE'), (11, 22, 'SERVIÇO'), (23, 44, 'SERVIÇO'), (47, 55, 'SERVIÇO')]})",25
80507,Coco Bambu São Luís,0,4,2016-8-1,2016-8-28,cardápio farto de frutos do mar  bebidas gostosas e com bela apresentação tropical  a equipe da cozinha  no entanto  precisa ser mais atenta pois a nossa entrada chegou quando já estávamos na metade do prato principal  o restaurante assumiu a culpa e foi muito hábil mais,Muito bom,sibelleb,"('cardápio farto de frutos do mar  bebidas gostosas e com bela apresentação tropical  a equipe da cozinha  no entanto  precisa ser mais atenta pois a nossa entrada chegou quando já estávamos na metade do prato principal  o restaurante assumiu a culpa e foi muito hábil mais', {'entities': [(221, 232, 'GERAL'), (0, 8, 'COMIDA'), (18, 31, 'COMIDA'), (154, 161, 'COMIDA'), (202, 217, 'COMIDA'), (33, 40, 'BEBIDA')]})",26
7743,Coco Bambu Recife,0,5,2022-1-1,2022-1-28,o andré  é muito atencioso  simpático e prestativo   excelente atendimento no coco bambu   obrigada por tudo ,Ótima experiência,MarcellaC223,"('o andré  é muito atencioso  simpático e prestativo   excelente atendimento no coco bambu   obrigada por tudo ', {'entities': [(78, 88, 'GERAL'), (2, 7, 'SERVIÇO'), (63, 74, 'SERVIÇO')]})",27
172605,Coco Bambu Restaurante,0,1,2018-7-1,2018-7-31,atendimento horrível  50 minutos esperando um chopp  garçons grossos  não recomendo  comida demorou demais mais,Pessimo,renataterra,"('atendimento horrível  50 minutos esperando um chopp  garçons grossos  não recomendo  comida demorou demais mais', {'entities': [(85, 91, 'COMIDA'), (46, 51, 'BEBIDA'), (0, 11, 'SERVIÇO'), (53, 60, 'SERVIÇO')]})",28
66829,Coco Bambu JK,0,5,2018-10-1,2018-10-31,ótimo prato  chopp gelado  vinho branco muito bom excelente atendimento  o garçom edvaldo nos atendeu muito bem ,Aniversário de casamento,Brunna P,"('ótimo prato  chopp gelado  vinho branco muito bom excelente atendimento  o garçom edvaldo nos atendeu muito bem ', {'entities': [(6, 11, 'COMIDA'), (13, 18, 'BEBIDA'), (27, 39, 'BEBIDA'), (60, 71, 'SERVIÇO'), (75, 89, 'SERVIÇO')]})",29
162806,Coco Bambu Anália Franco,0,5,2017-9-1,2017-9-28,eu amei a experiência neste restaurante  a comida é maravilhosa e tive um otimo atendimento feito pelo garçom marlon ,Um lugar fantástico! ,JuliaFerrari,"('eu amei a experiência neste restaurante  a comida é maravilhosa e tive um otimo atendimento feito pelo garçom marlon ', {'entities': [(28, 39, 'GERAL'), (43, 49, 'COMIDA'), (80, 91, 'SERVIÇO'), (103, 116, 'SERVIÇO')]})",30
35227,Coco Bambu Anália Franco,1,5,2020-2-1,2020-2-21,excelente atendimento  recomendo o camarão coco bambu  ótimo garçom lucas nunes  gostei do som do dj  coisa fina   parabéns ,Aniversário,V952CBgustavos,"('excelente atendimento  recomendo o camarão coco bambu  ótimo garçom lucas nunes  gostei do som do dj  coisa fina   parabéns ', {'entities': [(91, 100, 'AMBIENTE'), (35, 53, 'COMIDA'), (10, 21, 'SERVIÇO'), (61, 79, 'SERVIÇO')]})",31
6040,Coco Bambu Frutos do Mar,0,5,2012-10-1,2013-8-29,possui dois pisos  bom atendimento  a comida é farta e deliciosa amplo estacionamento  ambiente muito bem decorado bom estar lá e desfrutar da bela vista ,Ambiente sofisticado e agradável.,Ana Laura O,"('possui dois pisos  bom atendimento  a comida é farta e deliciosa amplo estacionamento  ambiente muito bem decorado bom estar lá e desfrutar da bela vista ', {'entities': [(7, 17, 'AMBIENTE'), (87, 95, 'AMBIENTE'), (148, 153, 'AMBIENTE'), (38, 44, 'COMIDA'), (23, 34, 'SERVIÇO'), (71, 85, 'LOCALIZAÇÃO')]})",32
172841,Coco Bambu Anália Franco,0,5,2017-11-1,2017-11-23,maravilhosoooooo   atendimento espetacular   marlon super atencioso simpático e prestativo  sensacional  ,Comemorando niver com as Bests 🎉😍,Elaine A,"('maravilhosoooooo   atendimento espetacular   marlon super atencioso simpático e prestativo  sensacional  ', {'entities': [(19, 30, 'SERVIÇO'), (45, 51, 'SERVIÇO')]})",33
63077,Coco Bambu Frutos do Mar,0,4,2016-1-1,2016-1-14,o restaurante coco bambu na avenida beira mar na praia do meireles tem  a melhor cozinha no tocante à frutos do mar na cidade de fortaleza  os pratos são muito bem servidos e os preços são justos  apesar de ser na orla da capital onde mais,Um dos melhores de Fortaleza!,TarcisioPorto,"('o restaurante coco bambu na avenida beira mar na praia do meireles tem  a melhor cozinha no tocante à frutos do mar na cidade de fortaleza  os pratos são muito bem servidos e os preços são justos  apesar de ser na orla da capital onde mais', {'entities': [(2, 24, 'GERAL'), (81, 88, 'COMIDA'), (102, 115, 'COMIDA'), (143, 149, 'COMIDA'), (178, 184, 'PREÇO'), (28, 45, 'LOCALIZAÇÃO'), (49, 66, 'LOCALIZAÇÃO'), (129, 138, 'LOCALIZAÇÃO'), (214, 229, 'LOCALIZAÇÃO')]})",34
153688,Coco Bambu Frutos do Mar,1,5,2019-6-1,2019-6-24,ambiente ótimo  aconchegante  músicas agradáveis  comida maravilhosa e atendimento nota mil com garçom teixeira ,Coco bambu,Julie S,"('ambiente ótimo  aconchegante  músicas agradáveis  comida maravilhosa e atendimento nota mil com garçom teixeira ', {'entities': [(0, 8, 'AMBIENTE'), (30, 37, 'AMBIENTE'), (50, 56, 'COMIDA'), (71, 82, 'SERVIÇO'), (96, 111, 'SERVIÇO')]})",35
96141,Coco Bambu Brasília Shopping,0,5,2018-7-1,2018-7-17,peixe maravilhoso ótimo atedimento ambiente agradável atendida por lucicreudo  recomendo maravilhoso ,Atendimento  muito bom,silviazanatta,"('peixe maravilhoso ótimo atedimento ambiente agradável atendida por lucicreudo  recomendo maravilhoso ', {'entities': [(35, 43, 'AMBIENTE'), (0, 5, 'COMIDA'), (24, 34, 'SERVIÇO'), (67, 77, 'SERVIÇO')]})",36
182590,Coco Bambu Lago Sul,0,5,2016-1-1,2016-1-13,comida excelente  o prato vem bem servido  recomendo o camarão internacional e o camarão dellcia  espaço agradável com vista linda  no domingo  é bom chegar mais cedo para conseguir lugar ,Maravilhoso almoço de domingo!,lucianam354,"('comida excelente  o prato vem bem servido  recomendo o camarão internacional e o camarão dellcia  espaço agradável com vista linda  no domingo  é bom chegar mais cedo para conseguir lugar ', {'entities': [(98, 104, 'AMBIENTE'), (119, 124, 'AMBIENTE'), (0, 6, 'COMIDA'), (20, 25, 'COMIDA'), (55, 76, 'COMIDA'), (81, 96, 'COMIDA')]})",37
95408,Coco Bambu Águas Claras,6,5,2018-6-1,2018-6-6,excelente restaurante com vasto cardápio e ambiente agradável  tempo de espera médio e comida excelente  fomos atendidos pelo pedro  que nos disse que o tempo para o prato ficar pronto seria de 30 minutos  depois de trinta minutos  ele por conta própria  voltou a nossa mais,Diferenciado!,felipefmt,"('excelente restaurante com vasto cardápio e ambiente agradável  tempo de espera médio e comida excelente  fomos atendidos pelo pedro  que nos disse que o tempo para o prato ficar pronto seria de 30 minutos  depois de trinta minutos  ele por conta própria  voltou a nossa mais', {'entities': [(43, 51, 'AMBIENTE'), (10, 21, 'GERAL'), (32, 40, 'COMIDA'), (87, 93, 'COMIDA'), (166, 171, 'COMIDA'), (126, 131, 'SERVIÇO')]})",38
2990,Coco Bambu Osasco,0,5,2019-10-1,2019-10-12,excelente feijoada  muito saborosa  leve e bem servida  ótimo atendimento do maitre macedo e do garçom alan ,Almoço de Sábado,Camilatraveller,"('excelente feijoada  muito saborosa  leve e bem servida  ótimo atendimento do maitre macedo e do garçom alan ', {'entities': [(10, 18, 'COMIDA'), (62, 73, 'SERVIÇO'), (77, 90, 'SERVIÇO'), (96, 107, 'SERVIÇO')]})",39
55594,Coco Bambu Flamboyant,0,5,2018-3-1,2018-3-25,totalmente  recomendo  quand0 se fala em lugar agradável de comida excelente e atendimento impecável  log0 indico coco bambu  sem falar na simpatia  do garçom sidney que está  sempre demonstrando profissionalismo  destresa  e muita competência  ao nus atender  voltaremos  em breve ,Recomendo  muuuit0,654l_vias,"('totalmente  recomendo  quand0 se fala em lugar agradável de comida excelente e atendimento impecável  log0 indico coco bambu  sem falar na simpatia  do garçom sidney que está  sempre demonstrando profissionalismo  destresa  e muita competência  ao nus atender  voltaremos  em breve ', {'entities': [(41, 46, 'GERAL'), (114, 124, 'GERAL'), (60, 66, 'COMIDA'), (79, 90, 'SERVIÇO'), (152, 165, 'SERVIÇO')]})",40
147886,Coco Bambu Recife,0,5,2017-8-1,2017-8-26,havíamos tudo uma experiência não muito boa  porém resolvi da uma nova oportunidade ao restaurante e não me arrependi  comemos um excelente filé de pescada  na nata acompanhado de batas e arroz de brócolis  o atendimento foi impecável a comida estava extremamente saborosa  voltaremos a mais,Muito bom ,paullinhob,"('havíamos tudo uma experiência não muito boa  porém resolvi da uma nova oportunidade ao restaurante e não me arrependi  comemos um excelente filé de pescada  na nata acompanhado de batas e arroz de brócolis  o atendimento foi impecável a comida estava extremamente saborosa  voltaremos a mais', {'entities': [(87, 98, 'GERAL'), (180, 185, 'COMIDA'), (188, 205, 'COMIDA'), (237, 243, 'COMIDA'), (209, 220, 'SERVIÇO')]})",41
112185,Coco Bambu SP Market,0,5,2021-5-1,2021-5-4,atendimento espetacular pelo marco abreu  fomos atendidas rapidamente com servico eficaz  agilidade no atendimento ,Sucesso,anapaulasZ983UF,"('atendimento espetacular pelo marco abreu  fomos atendidas rapidamente com servico eficaz  agilidade no atendimento ', {'entities': [(0, 11, 'SERVIÇO'), (29, 40, 'SERVIÇO'), (74, 81, 'SERVIÇO'), (103, 114, 'SERVIÇO')]})",42
122100,Coco Bambu Sul Restaurante,1,4,2013-6-1,2014-5-5,muito parecido à franquia próxima da praia  o ambiente praiano lindo  com um espaço para crianças  e a comida deliciosa  amei o brigadeiro na taça deles como sobremesa  mas tem que dividir com mais alguém  porque é muito chocolate pra uma pessoa só  hehe,Delicioso!,Jess J,"('muito parecido à franquia próxima da praia  o ambiente praiano lindo  com um espaço para crianças  e a comida deliciosa  amei o brigadeiro na taça deles como sobremesa  mas tem que dividir com mais alguém  porque é muito chocolate pra uma pessoa só  hehe', {'entities': [(46, 54, 'AMBIENTE'), (77, 97, 'AMBIENTE'), (103, 109, 'COMIDA'), (128, 146, 'COMIDA'), (221, 230, 'COMIDA'), (37, 42, 'LOCALIZAÇÃO')]})",43
184377,Coco Bambu Flamboyant,0,3,2015-10-1,2016-7-24,a comida estava deliciosa  e a bebida agradável  mas não surpreendente  o atendimento deixou um pouco a desejar  cupons de descontos não funcionam lá  pois não importa o valor pago  ou o desconto oferecido  eles vão cobrar a diferença do valor do prato na hora mais,"Ótima comida, mas, nada de cupons de desconto!",lucasnogueiravalente,"('a comida estava deliciosa  e a bebida agradável  mas não surpreendente  o atendimento deixou um pouco a desejar  cupons de descontos não funcionam lá  pois não importa o valor pago  ou o desconto oferecido  eles vão cobrar a diferença do valor do prato na hora mais', {'entities': [(2, 8, 'COMIDA'), (247, 252, 'COMIDA'), (31, 37, 'BEBIDA'), (74, 85, 'SERVIÇO'), (113, 132, 'PREÇO')]})",44
72229,Coco Bambu Lago Sul,1,5,2019-9-1,2019-9-22,mateus um ótimo  funcionário  do coco bambu adorei a comida e o atendimento  foi nota 10 obrigado  e espero voltar em breve,Aniversário,Marcos A,"('mateus um ótimo  funcionário  do coco bambu adorei a comida e o atendimento  foi nota 10 obrigado  e espero voltar em breve', {'entities': [(33, 43, 'GERAL'), (53, 59, 'COMIDA'), (0, 6, 'SERVIÇO'), (64, 75, 'SERVIÇO')]})",45
21871,Coco Bambu Market Place,0,5,2019-9-1,2019-9-10,almoço muito bom  prato excelente alem de atendimento super rápido  garcon uma doçura de pessoa  obrigada muller ,Almoço,Beatrizb_leite,"('almoço muito bom  prato excelente alem de atendimento super rápido  garcon uma doçura de pessoa  obrigada muller ', {'entities': [(18, 23, 'COMIDA'), (42, 53, 'SERVIÇO'), (68, 74, 'SERVIÇO'), (106, 112, 'SERVIÇO')]})",46
162614,Coco Bambu - Dom Pastel,0,5,2021-8-1,2021-8-21,ótima  opção pra quem procura conforto  comida boa e espaço infantil  garçons atenciosos e simpáticos  procurem o pablo ótimo garçom,Coco bambu dom pastel,Maesaayla,"('ótima  opção pra quem procura conforto  comida boa e espaço infantil  garçons atenciosos e simpáticos  procurem o pablo ótimo garçom', {'entities': [(53, 68, 'AMBIENTE'), (40, 46, 'COMIDA'), (70, 77, 'SERVIÇO'), (114, 119, 'SERVIÇO')]})",47
181052,Coco Bambu Lago Sul,0,5,2018-11-1,2018-12-12,a celebração com boa s  companhias pede um lugar com comida boa e farta  um suco natural de tangerina  delicioso  a varanda não tem a comodidade do ar condicionado para os mais exigentes  mas é um local bem acolhedor  além de contar com a vista para mais,"Para celebrar, ou apenas degustar uma boa refeição. ",mcrismarinha,"('a celebração com boa s  companhias pede um lugar com comida boa e farta  um suco natural de tangerina  delicioso  a varanda não tem a comodidade do ar condicionado para os mais exigentes  mas é um local bem acolhedor  além de contar com a vista para mais', {'entities': [(197, 202, 'AMBIENTE'), (239, 244, 'AMBIENTE'), (43, 48, 'GERAL'), (53, 59, 'COMIDA'), (76, 101, 'BEBIDA')]})",48
