Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations,Unnamed: 0.1
133459.0,Coco Bambu São Luís,0,5,2020-9-1,2020-9-5,e sempre bom estar no coco bambu restaurante excelente atendimento ótimo tudo muito satisfatório agradeço ao jorge pelo serviço foi excelente,Almoco,V886HZsoniao,"('e sempre bom estar no coco bambu restaurante excelente atendimento bom tudo muito satisfatório agradeçar ao jorge pelo serviço ser excelente', ['O', 'O', 'O', 'O', 'O', 'B-GERAL', 'I-GERAL', 'L-GERAL', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'U-SERVIÇO', 'O', 'O'])",10.0
178101.0,Coco Bambu Frutos do Mar,0,5,2017-2-1,2017-3-17,até em dias com a cidade cheia o local é muito agradável   garçons atenciosos  música agradabilíssima e a comida  pastel e sucos maravilhosos ,Simplesmente Ótimo,538Carlos,"('até em dia com o cidade cheio o local ser muito agradável     garçons atencioso    música agradabilíssimo e o comida    pastel e suco maravilhoso', ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-GERAL', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'U-COMIDA', 'U-COMIDA', 'O', 'U-BEBIDA', 'O'])",11.0
73614.0,Coco Bambu Iguatemi Fortaleza,1,5,2021-9-1,2021-9-5,ótimo lugar  atendimento excelente do joelmir  ambiente e comida maravilhosa  música agradável  voltaremos outras vezes  indicaremos muito ,Almoço agradável à dois,61tayarar,"('bom lugar    atendimento excelente do joelmir    ambiente e comida maravilhoso    música agradável    voltar outro vez    indicar muito', ['O', 'U-GERAL', 'U-SERVIÇO', 'O', 'O', 'U-SERVIÇO', 'U-AMBIENTE', 'O', 'U-COMIDA', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O'])",12.0
104188.0,Coco Bambu Market Place,1,5,2020-12-1,2020-12-24,fomos servidos pelo garçom pires que recomendou o prato  rede de pescador   ficamos impressionados com a qualidade e variedade de frutos do mar servidos nesta opção e gostaríamos de salientar o ambiente romântico com sua excelente música ao vivo ,Excelente!,DrPadula,"('ser servir pelo garçom pires que recomendar o prato    rede de pescador     ficar impressionado com o qualidade e variedade de fruto do mar servir nesta opção e gostaríamos de salientar o ambiente romântico com seu excelente música ao vivo', ['O', 'O', 'O', 'B-SERVIÇO', 'L-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'B-AMBIENTE', 'I-AMBIENTE', 'L-AMBIENTE'])",13.0
174242.0,Coco Bambu Osasco,0,5,2020-2-1,2020-3-2,minha experiencia foi uma das melhores  as bebidas  a comida foi tudo maravilhoso  permaneci no bar durante toda minha visita  os atendentes muito simpaticos e atenciosos e principalmente em especial ao josemberg  bruno e a raquel ,"Minha visita fiquei no bar e os atendentes são maravilhosos, simpáticos e em especial ao Josemberg. Tudo perfeito",NorthStar364898,"('meu experiencia ser um das bom    o bebida    o comida ser tudo maravilhoso    permaneci no bar durante todo meu visita    o atendente muito simpatico e atencioso e principalmente em especial ao josemberg    bruno e o raquel', ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-BEBIDA', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'U-SERVIÇO', 'O', 'O', 'U-SERVIÇO'])",14.0
108944.0,Coco Bambu Brasília Shopping,0,5,2017-5-1,2017-5-4,restaurante maravilhoso  o forte são os frutos do mar  porém de novidade estão com um menu fit  com opções veganas deliciosas  experimentei o ratatuile e a moqueca de banana  ambos sensacionais  vale cada centavo e é muito bem servido ,Espetacular ,veronicaciteli,"('restaurante maravilhoso    o forte ser o fruto do mar    porém de novidade estar com um menu fit    com opção vegano delicioso    experimentar o ratatuile e o moqueca de banana    ambos sensacional    valer cada centavo e ser muito bem servir', ['U-GERAL', 'O', 'O', 'O', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'B-PREÇO', 'L-PREÇO', 'O', 'O', 'O', 'O', 'O'])",15.0
74332.0,Coco Bambu Anhembi,1,5,2020-2-1,2020-2-29,muito bom o serviço  extremamente prestativo e educado  muito simpático e comunicativo  voltaremos em breve ,Happy Hour Cocobambu,naschettini,"('muito bom o serviço    extremamente prestativo e educar    muito simpático e comunicativo    voltar em breve', ['O', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])",16.0
87329.0,Coco Bambu Anália Franco,1,5,2018-5-1,2018-5-15,atendimento muito bom   marlon  os pratos bem temperados  uma delícia  ambiente bonito e aconchegante  vale a vir ,Presente de aniversário,Laura C,"('atendimento muito bom     marlon    o prato bem temperar    um delícia    ambiente bonito e aconchegante    valer a vir', ['U-SERVIÇO', 'O', 'O', 'U-SERVIÇO', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O'])",17.0
53916.0,Coco Bambu Recife,2,5,2018-11-1,2018-11-25,super recomendo  comemos o camarão 4 queijos para duas pessoas  arroz com passas e batata palha feita na hora   um charme   o ambiente é bem bonito   música ambiente de qualidade  fomos super bem atendidos pelo henrique   os doces são uma atração a mais,Maravilhoso!!!!!,AlexandraMalfatti,"('super recomendar    comer o camarão 4 queijo para dois pessoa    arroz com passar e batata palha fazer na hora     um charme     o ambiente ser bem bonito     música ambiente de qualidade    fomos super bem atender pelo henrique     o doce ser um atração a mais', ['O', 'O', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'B-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'B-AMBIENTE', 'L-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O'])",18.0
179436.0,Coco Bambu Uberlândia,0,5,2019-7-1,2019-7-9,ótimo o restaurante  comida e atendimento exemplares   matheus ribeiro maetria aranildo  gerente gildo cardozo ,Sérgio Filho Garcia Paim,SergioFilhoG,"('bom o restaurante    comer e atendimento exemplar     matheus ribeiro maetria aranildo    gerente gildo cardozo', ['O', 'O', 'U-GERAL', 'U-COMIDA', 'O', 'U-SERVIÇO', 'O', 'B-SERVIÇO', 'L-SERVIÇO', 'B-SERVIÇO', 'L-SERVIÇO', 'B-SERVIÇO', 'I-SERVIÇO', 'L-SERVIÇO'])",19.0
61520.0,Coco Bambu JK,0,5,2018-5-1,2018-5-19,o atendimento de rodrigo uchoa  exelente  a comida estava deliciosa e o ambiente agradavel  recomendamos,Jantar em Família,Rafaela A,"('o atendimento de rodrigo uchoa    exelente    o comida estar delicioso e o ambiente agradavel    recomendar', ['O', 'U-SERVIÇO', 'O', 'B-SERVIÇO', 'L-SERVIÇO', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'U-AMBIENTE', 'O', 'O'])",20.0
109471.0,Coco Bambu Frutos do Mar,1,5,2019-7-1,2019-7-15,comida e atendimento pelo jeferson foram excelentes  os pratos são muito bons  o chopp bem gelado  ambiente muito agradável ,Jantar,Joao F,"('comida e atendimento pelo jeferson ser excelente    o prato ser muito bom    o chopp bem gelar    ambiente muito agradável', ['U-COMIDA', 'O', 'U-SERVIÇO', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'U-BEBIDA', 'O', 'O', 'U-AMBIENTE', 'O', 'O'])",21.0
141222.0,Coco Bambu Lago Sul,0,5,2015-11-1,2016-3-16,os pratos são deliciosos é bem servidos  fomos dois casais pedimos dois pratos e sobrou muita comida  recomendo,Muito bom,Cristiane O,"('o prato ser delicioso ser bem servir    ser dois casal pedir dois prato e sobrar muito comida    recomer', ['O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'U-COMIDA', 'O'])",22.0
101370.0,Coco Bambu Sul Restaurante,0,5,2017-8-1,2017-8-26,comida boa  bons vinhos  agradeço  o atendimento  excelente  do garçom  sousa foi show  local que pretendo  voltar sempre,Comida boa e bons vinhos,Josete S,"('comida boa    bom vinho    agradeçar    o atendimento    excelente    do garçom    sousa ser show    local que pretender    voltar sempre', ['U-COMIDA', 'O', 'O', 'U-BEBIDA', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'U-GERAL', 'O', 'O', 'O', 'O'])",23.0
184733.0,Coco Bambu Restaurante,0,5,2022-4-1,2022-4-21,rogerio foi sensacional  atendimento excelente  ajudou a escolher o pedido e foi muito educado e simpatico,Avaliação,409mariaeduardag,"('rogerio ser sensacional    atendimento excelente    ajudar a escolher o pedido e ser muito educado e simpatico', ['U-SERVIÇO', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])",24.0
18606.0,Coco Bambu JK,2,5,2019-8-1,2019-8-10,muito bom  atendimento metre aurelio brandao   denilson   muito gentis banda incrível   truffatori trio,Espaço lounge music @truffatori.trio,Dani K,"('muito bom    atendimento metre aurelio brandao     denilson     muito gentis banda incrível     truffatori trio', ['O', 'O', 'U-SERVIÇO', 'B-SERVIÇO', 'I-SERVIÇO', 'L-SERVIÇO', 'U-SERVIÇO', 'O', 'O', 'U-AMBIENTE', 'O', 'O', 'O'])",25.0
80507.0,Coco Bambu São Luís,0,4,2016-8-1,2016-8-28,cardápio farto de frutos do mar  bebidas gostosas e com bela apresentação tropical  a equipe da cozinha  no entanto  precisa ser mais atenta pois a nossa entrada chegou quando já estávamos na metade do prato principal  o restaurante assumiu a culpa e foi muito hábil mais,Muito bom,sibelleb,"('cardápio fartar de fruto do mar    bebida gostoso e com belo apresentação tropical    o equipe da cozinha    no entanto    precisar ser mais atento pois o nosso entrada chegar quando já estar na metade do prato principal    o restaurante assumir o culpa e ser muito hábil mais', ['U-COMIDA', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'U-BEBIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COMIDA', 'L-COMIDA', 'O', 'U-GERAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])",26.0
7743.0,Coco Bambu Recife,0,5,2022-1-1,2022-1-28,o andré  é muito atencioso  simpático e prestativo   excelente atendimento no coco bambu   obrigada por tudo ,Ótima experiência,MarcellaC223,"('o andré    ser muito atencioso    simpático e prestativo     excelente atendimento no coco bambu     obrigar por tudo', ['O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'B-GERAL', 'L-GERAL', 'O', 'O', 'O'])",27.0
172605.0,Coco Bambu Restaurante,0,1,2018-7-1,2018-7-31,atendimento horrível  50 minutos esperando um chopp  garçons grossos  não recomendo  comida demorou demais mais,Pessimo,renataterra,"('atendimento horrível    50 minuto esperar um chopp    garçom grosso    não recomendar    comida demorar demais mais', ['U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'U-BEBIDA', 'U-SERVIÇO', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O'])",28.0
66829.0,Coco Bambu JK,0,5,2018-10-1,2018-10-31,ótimo prato  chopp gelado  vinho branco muito bom excelente atendimento  o garçom edvaldo nos atendeu muito bem ,Aniversário de casamento,Brunna P,"('bom prato    chopp gelar    vinho branco muito bom excelente atendimento    o garçom edvaldo nós atender muito bem', ['O', 'U-COMIDA', 'U-BEBIDA', 'O', 'B-BEBIDA', 'L-BEBIDA', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'B-SERVIÇO', 'L-SERVIÇO', 'O', 'O', 'O', 'O'])",29.0
162806.0,Coco Bambu Anália Franco,0,5,2017-9-1,2017-9-28,eu amei a experiência neste restaurante  a comida é maravilhosa e tive um otimo atendimento feito pelo garçom marlon ,Um lugar fantástico! ,JuliaFerrari,"('eu amar o experiência neste restaurante    o comida ser maravilhoso e ter um otimo atendimento fazer pelo garçom marlon', ['O', 'O', 'O', 'O', 'O', 'U-GERAL', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'B-SERVIÇO', 'L-SERVIÇO'])",30.0
35227.0,Coco Bambu Anália Franco,1,5,2020-2-1,2020-2-21,excelente atendimento  recomendo o camarão coco bambu  ótimo garçom lucas nunes  gostei do som do dj  coisa fina   parabéns ,Aniversário,V952CBgustavos,"('excelente atendimento    recomer o camarão coco bambu    bom garçom lucas nunes    gostar do som do dj    coisa fino     parabéns', ['O', 'U-SERVIÇO', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'B-SERVIÇO', 'I-SERVIÇO', 'L-SERVIÇO', 'O', 'O', 'B-AMBIENTE', 'I-AMBIENTE', 'L-AMBIENTE', 'O', 'O', 'O'])",31.0
6040.0,Coco Bambu Frutos do Mar,0,5,2012-10-1,2013-8-29,possui dois pisos  bom atendimento  a comida é farta e deliciosa amplo estacionamento  ambiente muito bem decorado bom estar lá e desfrutar da bela vista ,Ambiente sofisticado e agradável.,Ana Laura O,"('possuir dois piso    bom atendimento    o comida ser farto e delicioso amplo estacionamento    ambiente muito bem decorar bom estar lá e desfrutar da belo ver', ['O', 'B-AMBIENTE', 'L-AMBIENTE', 'O', 'U-SERVIÇO', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'U-LOCALIZAÇÃO', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-AMBIENTE'])",32.0
172841.0,Coco Bambu Anália Franco,0,5,2017-11-1,2017-11-23,maravilhosoooooo   atendimento espetacular   marlon super atencioso simpático e prestativo  sensacional  ,Comemorando niver com as Bests 🎉😍,Elaine A,"('maravilhosoooooo     atendimento espetacular     marlon super atencioso simpático e prestativo    sensacional  ', ['O', 'U-SERVIÇO', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O'])",33.0
63077.0,Coco Bambu Frutos do Mar,0,4,2016-1-1,2016-1-14,o restaurante coco bambu na avenida beira mar na praia do meireles tem  a melhor cozinha no tocante à frutos do mar na cidade de fortaleza  os pratos são muito bem servidos e os preços são justos  apesar de ser na orla da capital onde mais,Um dos melhores de Fortaleza!,TarcisioPorto,"('o restaurante coco bambu na avenida beira mar na praia do meireles ter    o bom cozinha no tocante à fruto do mar na cidade de fortaleza    o prato ser muito bem servir e o preço ser justo    apesar de ser na orla da capital onde mais', ['O', 'B-GERAL', 'I-GERAL', 'L-GERAL', 'O', 'B-LOCALIZAÇÃO', 'I-LOCALIZAÇÃO', 'L-LOCALIZAÇÃO', 'O', 'B-LOCALIZAÇÃO', 'I-LOCALIZAÇÃO', 'L-LOCALIZAÇÃO', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'B-COMIDA', 'I-COMIDA', 'L-COMIDA', 'O', 'O', 'O', 'U-LOCALIZAÇÃO', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'U-PREÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCALIZAÇÃO', 'I-LOCALIZAÇÃO', 'L-LOCALIZAÇÃO', 'O', 'O'])",34.0
153688.0,Coco Bambu Frutos do Mar,1,5,2019-6-1,2019-6-24,ambiente ótimo  aconchegante  músicas agradáveis  comida maravilhosa e atendimento nota mil com garçom teixeira ,Coco bambu,Julie S,"('ambiente ótimo    aconchegante    música agradável    comida maravilhoso e atendimento nota mil com garçom teixeira', ['U-AMBIENTE', 'O', 'O', 'U-AMBIENTE', 'O', 'U-COMIDA', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'B-SERVIÇO', 'L-SERVIÇO'])",35.0
96141.0,Coco Bambu Brasília Shopping,0,5,2018-7-1,2018-7-17,peixe maravilhoso ótimo atedimento ambiente agradável atendida por lucicreudo  recomendo maravilhoso ,Atendimento  muito bom,silviazanatta,"('peixe maravilhoso bom atedimento ambiente agradável atendir por lucicreudo    recomendo maravilhoso', ['U-COMIDA', 'O', 'O', 'U-SERVIÇO', 'U-AMBIENTE', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'O'])",36.0
182590.0,Coco Bambu Lago Sul,0,5,2016-1-1,2016-1-13,comida excelente  o prato vem bem servido  recomendo o camarão internacional e o camarão dellcia  espaço agradável com vista linda  no domingo  é bom chegar mais cedo para conseguir lugar ,Maravilhoso almoço de domingo!,lucianam354,"('comida excelente    o prato vir bem servir    recomer o camarão internacional e o camarão dellcia    espaço agradável com vista linr    no domingo    ser bom chegar mais cedo para conseguir lugar', ['U-COMIDA', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'B-COMIDA', 'L-COMIDA', 'O', 'O', 'B-COMIDA', 'L-COMIDA', 'U-AMBIENTE', 'O', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])",37.0
95408.0,Coco Bambu Águas Claras,6,5,2018-6-1,2018-6-6,excelente restaurante com vasto cardápio e ambiente agradável  tempo de espera médio e comida excelente  fomos atendidos pelo pedro  que nos disse que o tempo para o prato ficar pronto seria de 30 minutos  depois de trinta minutos  ele por conta própria  voltou a nossa mais,Diferenciado!,felipefmt,"('excelente restaurante com vasto cardápio e ambiente agradável    tempo de espera médio e comida excelente    ser atender pelo pedro    que nós dizer que o tempo para o prato ficar pronto ser de 30 minuto    depois de trinta minuto    ele por contar próprio    voltar o nosso mais', ['O', 'U-GERAL', 'O', 'O', 'U-COMIDA', 'O', 'U-AMBIENTE', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])",38.0
2990.0,Coco Bambu Osasco,0,5,2019-10-1,2019-10-12,excelente feijoada  muito saborosa  leve e bem servida  ótimo atendimento do maitre macedo e do garçom alan ,Almoço de Sábado,Camilatraveller,"('excelente feijoada    muito saboroso    levar e bem server    bom atendimento do maitre macedo e do garçom alan', ['O', 'U-COMIDA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-SERVIÇO', 'O', 'B-SERVIÇO', 'L-SERVIÇO', 'O', 'O', 'B-SERVIÇO', 'L-SERVIÇO'])",39.0
