Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
111753,Coco Bambu Frutos do Mar,0,5,2016-2-1,2016-2-17,"Ainda não consegui escolher um prato ruim. Tudo muito bem feito, atendimento bom e preço dentro do razoável. Chegue cedo.",Sensacional,Saulo M,"('Ainda não consegui escolher um prato ruim. Tudo muito bem feito, atendimento bom e preço dentro do razoável. Chegue cedo.', {'entities': [(31, 36, 'COMIDA'), (65, 76, 'SERVIÇO'), (83, 88, 'PREÇO')]})"
56331,Coco Bambu SP Market,0,5,2018-11-1,2018-11-6,Ótimo atendimento do garçom Valdo e matre Nice. Tudo perfeito. Adoramos o mimo de aniversário. Jantar em família maravilhoso.,Aniversário da Samanta,Sassabijoux,"('Ótimo atendimento do garçom Valdo e matre Nice. Tudo perfeito. Adoramos o mimo de aniversário. Jantar em família maravilhoso.', {'entities': [(6, 17, 'SERVIÇO'), (28, 33, 'SERVIÇO'), (42, 46, 'SERVIÇO')]})"
128201,Coco Bambu Restaurante,0,5,2019-11-1,2019-11-7,Recomendo. Ótimo atendimento. Parabéns pelos profissionais da casa: Garçom Milton e Djan educados e atenciosos.,Aniversário de Amiga,Jussagm,"('Recomendo. Ótimo atendimento. Parabéns pelos profissionais da casa: Garçom Milton e Djan educados e atenciosos.', {'entities': [(17, 28, 'SERVIÇO'), (75, 81, 'SERVIÇO'), (84, 88, 'SERVIÇO')]})"
184407,Coco Bambu Conceito Pátio Paulista,0,5,2022-3-1,2022-3-27,"Comida maravilhosa, um excelente serviço. Comemoramos o aniversário da minha irmã e ela chegou a ganhar um bolo. O garçom Marcelino foi muito atencioso. Recomendo a todos.Mais",Excelente serviço,904katian,"('Comida maravilhosa, um excelente serviço. Comemoramos o aniversário da minha irmã e ela chegou a ganhar um bolo. O garçom Marcelino foi muito atencioso. Recomendo a todos.Mais', {'entities': [(0, 6, 'COMIDA'), (107, 111, 'COMIDA'), (33, 40, 'SERVIÇO'), (122, 131, 'SERVIÇO')]})"
60027,Coco Bambu Lago Sul,0,3,2016-8-1,2016-8-10,"Ambiente muito bom. Vista espetacular. Variedades de pratos. Preço razoável. Não ocasião pedimos o prato ""canoa quebrada"" que estava muito bom. Só dei azar pois escolhi um domingo muito movimentado. Tinha fila de espera. No mais recomendo.",Agradável,Cídiney Z,"('Ambiente muito bom. Vista espetacular. Variedades de pratos. Preço razoável. Não ocasião pedimos o prato ""canoa quebrada"" que estava muito bom. Só dei azar pois escolhi um domingo muito movimentado. Tinha fila de espera. No mais recomendo.', {'entities': [(0, 8, 'AMBIENTE'), (20, 25, 'GERAL'), (53, 59, 'COMIDA'), (99, 104, 'COMIDA'), (106, 120, 'COMIDA'), (61, 66, 'PREÇO')]})"
121083,Coco Bambu Lago Sul,0,5,2016-12-1,2016-12-12,Excelente atendimento com um infraestrutura sem comparação com uma linda vista para o lago paranoá. Comida muito gostosa!!! Super recomendo!!!,Excelente!,danielam797,"('Excelente atendimento com um infraestrutura sem comparação com uma linda vista para o lago paranoá. Comida muito gostosa!!! Super recomendo!!!', {'entities': [(73, 78, 'GERAL'), (100, 106, 'COMIDA'), (10, 21, 'SERVIÇO')]})"
87006,Coco Bambu JK,0,4,2016-1-1,2016-1-17,"Boas porções, pratos com qualidade e ambiente agradável. Algumas vezes está muito cheio e isso da uma desanimada ainda mais se estiver com grupos grandes.",Bom e com preços justos ,lcomazzetto,"('Boas porções, pratos com qualidade e ambiente agradável. Algumas vezes está muito cheio e isso da uma desanimada ainda mais se estiver com grupos grandes.', {'entities': [(37, 45, 'AMBIENTE'), (5, 12, 'COMIDA'), (14, 20, 'COMIDA')]})"
151600,Coco Bambu JK,1,5,2015-12-1,2016-6-11,"O restaurante Coco Bambu é muito agradável, com um cardápio excelente em frutos do mar  e ótima comida.",Diferenciado!,Victor A,"('O restaurante Coco Bambu é muito agradável, com um cardápio excelente em frutos do mar  e ótima comida.', {'entities': [(2, 13, 'GERAL'), (51, 59, 'COMIDA'), (73, 86, 'COMIDA'), (96, 102, 'COMIDA'), (14, 24, 'LOCALIZAÇÃO')]})"
124838,Coco Bambu Santo André,0,5,2019-8-1,2019-8-7,"Thiago Luiz nosso garçom,muito eficiente,atencioso,simpático.foi o melhor Maitre Braga Muito bom, excelente no que faz. Amei minha estadia com vcs...Super indico",Atendimento excelente,so_martimiano,"('Thiago Luiz nosso garçom,muito eficiente,atencioso,simpático.foi o melhor Maitre Braga Muito bom, excelente no que faz. Amei minha estadia com vcs...Super indico', {'entities': [(0, 11, 'SERVIÇO'), (81, 86, 'SERVIÇO')]})"
176551,Coco Bambu Frutos do Mar,1,5,2017-4-1,2017-5-24,"Restaurante com bom atendimento, com comida maravilhosa e boas instalações, boa localização, moderno",almoço em família,cristiner824,"('Restaurante com bom atendimento, com comida maravilhosa e boas instalações, boa localização, moderno', {'entities': [(63, 74, 'GERAL'), (0, 11, 'COMIDA'), (37, 43, 'COMIDA'), (20, 31, 'SERVIÇO'), (80, 91, 'LOCALIZAÇÃO')]})"
49900,Coco Bambu - Dom Pastel,0,5,2017-7-1,2017-7-19,"Estive no começo do mês nesse restaurante, fui atendida pelo garçom chamado: Wenderson, super simpático e simples. Fiquei encantada com a comida, promoções excelentes e o atendimento nem se fala. Super Recomendo!!!",Excelente. Atendimento fora do normal. ,Lallis F,"('Estive no começo do mês nesse restaurante, fui atendida pelo garçom chamado: Wenderson, super simpático e simples. Fiquei encantada com a comida, promoções excelentes e o atendimento nem se fala. Super Recomendo!!!', {'entities': [(30, 41, 'GERAL'), (138, 144, 'COMIDA'), (77, 86, 'SERVIÇO'), (171, 182, 'SERVIÇO'), (146, 155, 'PREÇO')]})"
129984,Coco Bambu Anhembi,2,5,2017-3-1,2017-8-9,"Restaurante amplo, boa decoração, atendimento perfeito, rapidez no atendimento, estacionamento, ótimo custo benefício.",Restaurante,Luis Américo A,"('Restaurante amplo, boa decoração, atendimento perfeito, rapidez no atendimento, estacionamento, ótimo custo benefício.', {'entities': [(0, 11, 'GERAL'), (80, 94, 'GERAL'), (34, 45, 'SERVIÇO'), (67, 78, 'SERVIÇO'), (102, 117, 'PREÇO')]})"
7837,Coco Bambu JK,0,4,2019-2-1,2019-2-1,"A comida é incrível e veio super rápido! O atendimento é ótimo, garçons mto solícitos mas é bem devagar... do tipo q você tem q ficar fazendo sinal um tempão pra alguém vir. Ficamos esperando mesa no hall e um garçom aparecia a cada 5...Mais",Comida maravilhosa e atendimento lento,ludhianapaiva,"('A comida é incrível e veio super rápido! O atendimento é ótimo, garçons mto solícitos mas é bem devagar... do tipo q você tem q ficar fazendo sinal um tempão pra alguém vir. Ficamos esperando mesa no hall e um garçom aparecia a cada 5...Mais', {'entities': [(2, 8, 'COMIDA'), (43, 54, 'SERVIÇO')]})"
22344,Coco Bambu Campinas,0,3,2018-10-1,2018-11-6,A comida é razoável  O atendimento fica a desejar A limpeza das mesas deveria ser feita por outra pessoa que não fosse o garçom,Coco bambu,fatimanadelicci,"('A comida é razoável  O atendimento fica a desejar A limpeza das mesas deveria ser feita por outra pessoa que não fosse o garçom', {'entities': [(2, 8, 'COMIDA'), (23, 34, 'SERVIÇO')]})"
71906,Coco Bambu Ribeirao Preto,1,4,2015-1-1,2015-1-21,"Restaurante especial no Shopping Iguatemi Ribeirão Preto, atendimento de primeira, pratos elaborados e fartos, recomendo a visita",excelente,particularrenato,"('Restaurante especial no Shopping Iguatemi Ribeirão Preto, atendimento de primeira, pratos elaborados e fartos, recomendo a visita', {'entities': [(0, 11, 'GERAL'), (83, 89, 'COMIDA'), (58, 69, 'SERVIÇO'), (24, 41, 'LOCALIZAÇÃO'), (42, 56, 'LOCALIZAÇÃO')]})"
71809,Coco Bambu Anhembi,2,5,2019-10-1,2019-10-29,"Consultamos a indicação do restaurante no site da tripadvisor e as recomendações eram excelentes. Pretendiamos visitar o estabelecimento em uma data específica, no entanto, a reserva on line não estava disponível. Escrevemos um e-mail no site do coco bambu descrevendo a dificuldade de reserva. Logo...Mais",Atendimento antes da visita sensacional,lepostali,"('Consultamos a indicação do restaurante no site da tripadvisor e as recomendações eram excelentes. Pretendiamos visitar o estabelecimento em uma data específica, no entanto, a reserva on line não estava disponível. Escrevemos um e-mail no site do coco bambu descrevendo a dificuldade de reserva. Logo...Mais', {'entities': [(27, 38, 'GERAL'), (121, 136, 'GERAL'), (246, 256, 'LOCALIZAÇÃO')]})"
63599,Coco Bambu Campinas,0,5,2017-7-1,2017-7-21,"Lugar agradável, bonito, com garçons bem preparados, gentis, simpáticos. Música brasileira de bom nível apresentada por um artista local. A comida é excelente e a sobremesa divina. Atendimento de classe proporcionado pelo Sr. Orlando.",Em busca do prazer de comer.,Ercilio C,"('Lugar agradável, bonito, com garçons bem preparados, gentis, simpáticos. Música brasileira de bom nível apresentada por um artista local. A comida é excelente e a sobremesa divina. Atendimento de classe proporcionado pelo Sr. Orlando.', {'entities': [(0, 5, 'GERAL'), (73, 79, 'GERAL'), (140, 146, 'COMIDA'), (163, 172, 'COMIDA'), (181, 192, 'SERVIÇO'), (226, 233, 'SERVIÇO')]})"
91433,Coco Bambu Meireles,0,5,2018-4-1,2018-4-27,Somos cliente há anos. Nota 1000! Sempre sendo muito bem atendido pelo Isaías e o Brito!! Cardápio mais completo de Fortaleza!!,Excelente!!,Luciano R,
101990,Coco Bambu Ribeirao Preto,1,5,2017-9-1,2017-9-14,"Fui comemorar dois anos de casamento com minha esposa e como sempre fomos muito bem atendidos, a comida estava bem apresentada e deliciosa. O ambiente é muito agradável e confortável. A localização dentro do Shopping Iguatemi já nos proporciona comodidade pelo amplo estacionamento e localização....Mais",Ótimo restaurante com atendimento impecável.,Marcos Y,
104398,Coco Bambu Anhembi,0,5,2018-6-1,2018-6-11,Ambiente agradável com música boa! Atendimento excelente como sempre! E a comida sempre muito boa !!,Jantar namorados,Jackson C,
46251,Coco Bambu Restaurante,0,5,2019-9-1,2019-9-3,Trata-se lugar aconchegante onde você poderá saborear uma deliciosa refeição incluindo também uma excelente sobremesa. Em relação ao ambiente super agradável onde o atendimento sem comentários é nota dez,Bom demais,deusdeditf,
147357,Coco Bambu Recife,0,5,2017-9-1,2017-9-9,"Jantei um prato de camarão delicioso (camarão praia de olinda) ao som de boa música! Pra quem gosta de frutos do mar, aqui é o lugar. Adorei os músicos,  excelentes, especialmente nas quintas-feiras, quarteto de jazz, adoro!!",Comida e música excelentes,SueRecife,
179116,Coco Bambu Flamboyant,2,5,2020-2-1,2020-2-5,"Ótimo restaurante comida boa e ambiente agradável, Garçons prestativos  e bebidas deliciosas !!!👏🏻👏🏻👏🏻👏🏻",Ótimo restaurante comida boa,jvsilva94,
98538,Coco Bambu Brasília Shopping,0,5,2018-6-1,2018-6-3,"Tudo atendeu às expectativas. Ambiente aconchegante, pratos saborosos, ótimo atendimento pelo Maikon e equipe.",Aniversário,PietroC1608,
63843,Coco Bambu Bahia,0,4,2015-9-1,2015-9-27,"Ótimas opções de pratos com frutos do mar, e variadas sobremesas, local lindo. Preço um pouco alto mas vale a pena.",Cardápio com muitas opções ,Daniele P,
39505,Coco Bambu Sul Restaurante,0,5,2017-2-1,2017-2-2,"O lugar do restaurante é agradavel. Fica á beira mar. A comida uma delícia. Um peixe grelhado com molho de camarão (Peixada Tropical) e uma salada muito farta, pedida à parte. Uma variedade de sucos de fruta muito grande. Vale a pena!",Tudo muito bom. ,angelarenault,
132978,Coco Bambu,0,5,2021-10-1,2021-10-21,"Muito bem atendida pelo Alexandre Souza! Voltarei sempre, muito educado e proativo. Espero ser atendida sempre por ele.Mais",Muito agradável,camilag833,
82065,Coco Bambu Anhembi,0,5,2018-2-1,2018-2-7,"Ambiente super aconchegante, cardápio bem variado, hoje fomos surpreendidos com música e violão ao vivo mas o destaque fica para o atendimento. Equipe de garçons muito bem treinados, educados, simpáticos e pró ativos! Destaque para o Samuel que veio direto de Fortaleza para abrilhantar a...Mais",Atendimento nota 10!,Amanda B,
76827,Coco Bambu Anália Franco,0,5,2019-10-1,2019-10-2,Atendimento do nosso amigo Charles maravilhoso.. Me ajudou a organizar esse jantar especial junto com nosso amigo Julho que deu total atenção..  Mesa reservada em um local muito bom e um musical agradável...  A comida sem palavras...   Muito grato por tudo que nós proporcionou,Um encontro mais que especial,Kevin S,
43499,Coco Bambu Águas Claras,2,5,2019-10-1,2019-10-20,"Fomos atendido pelo CLEBER, um atendimento excelente, voltarei lá pelo excelente atendimento dele, super atencioso, educado, sabe tudo sobre vinhos e bebidas, fiquei surpresa.. Adorei comemorar meus 8 anos de casamento no Cocó Bambu sendo atendidos por ele! Pratos e bebidas de melhor qualidade.. Super...Mais",Atendimento maravilhoso! ,gaguc2019,
7559,Coco Bambu Campo Grande,0,4,2022-4-1,2022-4-26,"Atendimento, ambiente e comida deliciosa! Wellington atendente muito querido, será um prazer voltar !",Aproveitando oportunidades,adrianaalencastro,
77226,Coco Bambu Londrina,0,5,2021-4-1,2021-4-7,"Muito satisfatório o atendimento, cardápio, bebidas e ambiente!!! Primeiro de muitos jantares aqui!!",Aniversário de casamento,567dayannea,
32978,Coco Bambu Lago Sul,1,5,2018-8-1,2018-8-21,ótimo atendimento do garçom! um ótimo ambiente é uma ótima comida! lugar perfeito para vim com a família! Garçom Ribeiro,Jantar!,Gabriel C,
55927,Coco Bambu Frutos do Mar,0,5,2016-11-1,2016-11-15,Restaurante muito tradicionais e com sabores para todos os gostos. Bom atendimento e deliciosas sobremesas.,Delicioso,isabelefreitas,
39452,Coco Bambu Brasília Shopping,1,5,2015-11-1,2015-11-26,O restaurante Coco Bambu nunca decepciona.  Atendimento e comida excelentes. Prepare-se para comer muito. Os pratos são muito bem servidos.,Excelente. Como sempre!,MarcusLM,
136927,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-18,Ótimo atendimento do profissional Ronaldo Martins. Os pratos muito bem servidos e no preço justo. Obrigado,Aniversario,Cleilson M,
144119,Coco Bambu Bahia,0,5,2019-7-1,2019-7-26,"Muito Bom, da recepção, ao atendimento dos garçons, sem falar no ambiente,refeições e petiscos servidos. Show de bola 👏👏👏👏",Almoço top,Ubiratan  S,
150372,Coco Bambu Bahia,1,1,2015-9-1,2015-9-8,"O ambiente é lindo, talvez isso q atraia as pessoas!  Não sei se é padrão, mas não estamos tendo uma boa experiência gastronômica em Salvador! A entrada era linda pra foto... Um pastelão gigante... Na boca o sabor era de massa murcha, q ficou ao...Mais",Péssima comida do início ao fim!,Leo_Rabelo,
77799,Coco Bambu Anhembi,1,5,2019-5-1,2019-5-18,"Ótimo, fomos super bem atendidos pelo Nunes, voltaremos em breve, mas com mais familiares e amigos!!",Almoço,Mayara T,
97779,Coco Bambu Frutos do Mar,0,5,2016-12-1,2016-12-27,"Ambiente excelente, um atendimento muito cordial, comida bastante farta, há pratos como o camarão internacional que dão para 3 ou 4 pessoas a um preço bastante acessível.",Excelente,C8251YNmarcog,
