Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
117136,Coco Bambu Frutos do Mar,0,5,2015-4-1,2015-5-10,"A comida é deliciosa e fata, tem gosto de comida fresca, mas se prepare que o preço é um pouco salgado.",Delicioso!,JulianaPandora,"('A comida é deliciosa e fata, tem gosto de comida fresca, mas se prepare que o preço é um pouco salgado.', {'entities': [(2, 8, 'COMIDA'), (42, 48, 'COMIDA'), (78, 83, 'PREÇO')]})"
115104,Coco Bambu Lago Sul,0,4,2013-12-1,2014-11-9,"Fui em um almoço de fim de ano do serviço, comida e atendimento bons. Não sei avaliar pratos específicos, mas o risoto de camarão estava muito saboroso. A vista e localização são boas.",Camarão bom,aninha24,"('Fui em um almoço de fim de ano do serviço, comida e atendimento bons. Não sei avaliar pratos específicos, mas o risoto de camarão estava muito saboroso. A vista e localização são boas.', {'entities': [(155, 160, 'GERAL'), (43, 49, 'COMIDA'), (86, 92, 'COMIDA'), (112, 129, 'COMIDA'), (52, 63, 'SERVIÇO'), (163, 174, 'LOCALIZAÇÃO')]})"
77945,Coco Bambu Manaus,1,1,2018-9-1,2018-9-4,"Gostaria de relatar um fato. No dia 03/09/2018 Fizemos um pedido de dois pratos pelo ifood às 11:00 da manhã. Como já se passavam das 13 hs e, segundo o aplicativo o motoqueiro já tinha saído para entrega a mais de 1 hs. Resolvi ligar,...Mais",Atendimento delivery,Christiane M,"('Gostaria de relatar um fato. No dia 03/09/2018 Fizemos um pedido de dois pratos pelo ifood às 11:00 da manhã. Como já se passavam das 13 hs e, segundo o aplicativo o motoqueiro já tinha saído para entrega a mais de 1 hs. Resolvi ligar,...Mais', {'entities': [(73, 79, 'COMIDA')]})"
128246,Coco Bambu Restaurante,0,5,2019-11-1,2019-11-27,Muito bem atendido pela Rúbia. Parabéns Rúbia.o local é agradável. Adorei muito o atendimento. Parabéns!...,Muito bom o ambiente. recomendo..,548laertec,"('Muito bem atendido pela Rúbia. Parabéns Rúbia.o local é agradável. Adorei muito o atendimento. Parabéns!...', {'entities': [(48, 53, 'AMBIENTE'), (24, 29, 'SERVIÇO'), (82, 93, 'SERVIÇO')]})"
146477,Coco Bambu Frutos do Mar,0,5,2018-10-1,2018-10-29,Ó garçon Alex foi perfeito no atendimento e atencioso e passa todas informações corretas  da culinária da casa nota 1000 pra ele,Ferias,Ugilton E,"('Ó garçon Alex foi perfeito no atendimento e atencioso e passa todas informações corretas  da culinária da casa nota 1000 pra ele', {'entities': [(9, 13, 'SERVIÇO'), (30, 41, 'SERVIÇO')]})"
120634,Coco Bambu Anhembi,1,5,2019-7-1,2019-7-6,"O atendimento foi excelente pelo Francisco. A comida estava agradável, o ambiente também. Recomendo para quem gosta mto de camarão.",Aniversário do meu irmão,FrequentFlier686692,"('O atendimento foi excelente pelo Francisco. A comida estava agradável, o ambiente também. Recomendo para quem gosta mto de camarão.', {'entities': [(73, 81, 'AMBIENTE'), (46, 52, 'COMIDA'), (123, 130, 'COMIDA'), (2, 13, 'SERVIÇO'), (33, 42, 'SERVIÇO')]})"
92158,Coco Bambu Anália Franco,2,5,2019-10-1,2019-10-18,"Nota 1.000, Leonardo , comida excelente, local, atendimento, com certeza indico para outras pessoas.",Almoço,Itamarcorreia,"('Nota 1.000, Leonardo , comida excelente, local, atendimento, com certeza indico para outras pessoas.', {'entities': [(23, 29, 'COMIDA'), (12, 20, 'SERVIÇO'), (48, 59, 'SERVIÇO'), (41, 46, 'LOCALIZAÇÃO')]})"
48399,Coco Bambu Meireles,0,5,2022-8-1,2022-8-1,"Fui muito bem atendido pelo meu amigo aristenio, comemos um file de 4 queijos  e meio  carne de sol Maranhão. Top serve muito bem 3 pessoas",Excelente  jantar ótimo atendimento,danubbioc,"('Fui muito bem atendido pelo meu amigo aristenio, comemos um file de 4 queijos  e meio  carne de sol Maranhão. Top serve muito bem 3 pessoas', {'entities': [(60, 77, 'COMIDA'), (87, 108, 'COMIDA'), (14, 22, 'SERVIÇO'), (38, 47, 'SERVIÇO')]})"
125260,Coco Bambu Anhembi,0,5,2022-7-1,2022-7-13,"Adorei o atendimento do garçom Sebastiao, na unidade Coco Bambu Anhembi, que nos atendeu com muita presteza e simpatia",Elogio,paulapY3768RA,"('Adorei o atendimento do garçom Sebastiao, na unidade Coco Bambu Anhembi, que nos atendeu com muita presteza e simpatia', {'entities': [(9, 20, 'SERVIÇO'), (31, 40, 'SERVIÇO'), (53, 71, 'LOCALIZAÇÃO')]})"
49383,Coco Bambu Londrina,0,5,2021-11-1,2021-11-17,"Ótimo atendimento, nota 1.000!!!!!! Walter que nos atendeu, e foi educado e atencioso o tempo todo com todo mundo.",Confraternização agência sicredi sertanopolis,giovannagG9024KY,"('Ótimo atendimento, nota 1.000!!!!!! Walter que nos atendeu, e foi educado e atencioso o tempo todo com todo mundo.', {'entities': [(6, 17, 'SERVIÇO'), (36, 42, 'SERVIÇO')]})"
26532,Coco Bambu Market Place,0,5,2022-7-1,2022-7-1,"Marcos Vinicius,  um excelente garçom,  muito atencioso. Nos deu total apoio nas escolhas, sem bastante assertivo.",Avaliação de garçom,Y2270ROlucasd,"('Marcos Vinicius,  um excelente garçom,  muito atencioso. Nos deu total apoio nas escolhas, sem bastante assertivo.', {'entities': [(0, 15, 'SERVIÇO')]})"
154752,Coco Bambu Lago Sul,0,5,2013-8-1,2013-9-22,"Comida excelente!  Gosto muito do Camarão Internaional e o Camarão em Crosta (acompanha arroz siciliano e salada).  Dependendo do prato, serve de 2 a 4 pessoas.  Muito bom.",Muito bom,MSSDF,"('Comida excelente!  Gosto muito do Camarão Internaional e o Camarão em Crosta (acompanha arroz siciliano e salada).  Dependendo do prato, serve de 2 a 4 pessoas.  Muito bom.', {'entities': [(0, 6, 'COMIDA'), (34, 54, 'COMIDA'), (59, 76, 'COMIDA'), (88, 103, 'COMIDA'), (106, 112, 'COMIDA'), (130, 135, 'COMIDA')]})"
40208,Coco Bambu Águas Claras,1,5,2019-11-1,2019-11-14,"Quero agradecer ao Garçom Francisco, que ofereceu um ótimo atendimento. Pedimos um prato novo de camarão e chegou super rápido. O estabelecimento e o atendimento estão de parabéns",Atendimento,rodrigo m,"('Quero agradecer ao Garçom Francisco, que ofereceu um ótimo atendimento. Pedimos um prato novo de camarão e chegou super rápido. O estabelecimento e o atendimento estão de parabéns', {'entities': [(130, 145, 'GERAL'), (83, 88, 'COMIDA'), (97, 104, 'COMIDA'), (26, 35, 'SERVIÇO'), (59, 70, 'SERVIÇO'), (150, 161, 'SERVIÇO')]})"
188934,Coco Bambu SP Market,0,5,2019-8-1,2019-8-15,"Ótimo atendimento,  o Garçom excelente, é local muito bom  Vagner dias.  Voltaremos mais vezes com a minha família.",Almoço,Nicolas  F,"('Ótimo atendimento,  o Garçom excelente, é local muito bom  Vagner dias.  Voltaremos mais vezes com a minha família.', {'entities': [(6, 17, 'SERVIÇO'), (22, 28, 'SERVIÇO'), (42, 47, 'LOCALIZAÇÃO'), (59, 70, 'LOCALIZAÇÃO')]})"
188113,Coco Bambu ItaúPower Contagem,0,5,2022-3-1,2022-3-20,Garçom Marcelo nos atendeu com muita cordialidade! Lugar excelente para compartilhar com a família e amigos,Atendimento Diferenciar,lorenasD1321UJ,"('Garçom Marcelo nos atendeu com muita cordialidade! Lugar excelente para compartilhar com a família e amigos', {'entities': [(51, 56, 'AMBIENTE'), (7, 14, 'SERVIÇO')]})"
2924,Coco Bambu JK,0,4,2017-6-1,2017-8-30,"Ambiente refinado e aconchegante, comida muito boa, atendimento perfeito, ambiente Kids com monitoramento para que os pais possam curtir o bate papo e as refeições mais descontraidos. Gostei muito, pretendo voltar mais vzs.",Coco Bambu Tatuapé,GilbertoV230,"('Ambiente refinado e aconchegante, comida muito boa, atendimento perfeito, ambiente Kids com monitoramento para que os pais possam curtir o bate papo e as refeições mais descontraidos. Gostei muito, pretendo voltar mais vzs.', {'entities': [(0, 8, 'AMBIENTE'), (74, 82, 'AMBIENTE'), (74, 87, 'GERAL'), (34, 40, 'COMIDA'), (154, 163, 'COMIDA'), (52, 63, 'SERVIÇO')]})"
94104,Coco Bambu,0,4,2018-7-1,2018-7-9,Muito bom!!! Foi uma experencia muito positiva e pedirei mais no futuro. O serviço foi exelente e muito reconfortante e o preco e justo.,Entrega em casa,wg2311,"('Muito bom!!! Foi uma experencia muito positiva e pedirei mais no futuro. O serviço foi exelente e muito reconfortante e o preco e justo.', {'entities': [(75, 82, 'SERVIÇO'), (122, 127, 'LOCALIZAÇÃO')]})"
65923,Coco Bambu Flamboyant,0,5,2019-10-1,2019-10-31,"Pedimos os pratos de praia de itamaracá; olinda e tamandare e estava tudo maravilhoso. Fomos muito bem atendidos pelo Fernando Potigua Felinto. Em outra ocasião pedimos o praia de boa viagem, que é realmente o melhor macarrão da casa.",MELHOR CAMARÃO DA CIDADE,Tatimfb,
178818,Coco Bambu Meireles,0,4,2016-3-1,2016-4-5,"Comida muito boa, ambiente agradável, porções generosas, preço razoável, mas, o atendimento deixa a desejar.",Muito bom,evelineparaujo,
174112,Coco Bambu SP Market,0,5,2019-7-1,2019-7-17,"Excelente atendimento, qualidade da comida impecável, ambiente agradável e com espaço para crianças. Ótimo para reunir a família.",Excelente!,claragmonteiro,
9990,Coco Bambu Anália Franco,2,5,2018-9-1,2018-11-7,"O lugar é agradável. Música ao vivo, atendimento normal. Mas a comida é deliciosa.  É uma rede, então todos têm o mesmo cardápio. Recomendo","Caro, porém saboroso ",alineargolo,
185643,Coco Bambu Uberlândia,0,3,2019-8-1,2019-8-4,"O Coco Bambu de Uberlândia segue o padrão da rede que, em geral, é bom. Porém, a unidade local sofre de um sério problema com o serviço. O tempo para trazerem uma simples água é inacreditável. Uma bebida mais elaborada, pior ainda. Já os pratos......Mais",Serviço absurdamente lento,Alexandre Henry A,
127393,Coco Bambu,0,5,2020-8-1,2020-8-15,"Excelente atendimento e ótimos pratos. Comida deliciosa. Parabéns ao gerente Hugo, muito profissional e atencioso.",Agradecimento pelo atendimento,Isabela C,
67336,Coco Bambu Frutos do Mar,1,5,2014-9-1,2014-12-2,"Adoro a rede de Restaurantes do grupo Coco Bambu, mas o Coco Bambu Frutos do Mar é especial... Tem uma localização ímpar na Beira-mar de Fortaleza, ambiente agradabilíssimo, comida mais que perfeita, atendimento nota 10 e uma caipifruta de uva que é Tuuudo!!! Sempre que...Mais",Espetacular!!!,Angela_Vianna,
33075,Coco Bambu Londrina,0,5,2022-1-1,2022-1-30,"Excelente atendimento. Comida saborosa e com preço condizente, justo. Ambiente agradável, com música ao vivo e ótimo repertório.  Bebidas geladas que chegam rapidamente às mesas. Banheiros limpíssimos. Decoração refinada. Garçons atenciosos e prestativos. Espaço Kids atrativo e seguro. Adega completa.",Excelente,tha_sang_licap2021,
127691,Coco Bambu Águas Claras,3,5,2018-8-1,2018-8-6,"Lugar para ir com amigos e familiares, confraternização. Ótima localização,música,ambiente limpo e bem decorado, comida excelente comemorações,",Para comemorar,ElkeOliveira,
154718,Coco Bambu Bahia,0,5,2018-9-1,2018-9-18,"A comida é uma delícia e muito bem servido. Atendimento excelente por Edilson e Roberto, voltarei com certeza.",Melhor camarão!,paulatbl,
158388,Coco Bambu Anhembi,0,5,2018-4-1,2018-4-20,Excelente comida e atendimento. Os garçons Adriano Sorriso e o Fabiano são excelentes !!! O Metre Fabão também da todo apoio no excelente atendimento ... super indico !! Não saiam sem a cocada ao forno !! :),Jantar comemoração ,Fernanda d,
94690,Coco Bambu Anhembi,0,5,2016-12-1,2016-12-29,"Atendimento perfeito desde o manobrista até o sommelier. 400 lugares, expandindo para 1200, dos quais 600 serão reservados para eventos.  Todos, sem exceção, fazem questão de agradar o cliente en todos os detalhes. Perguntei ao maitre se meu prato podia vir sem coentro e ele...Mais",Excelente atendimento num lugar lindo,428andr_af,
36409,Coco Bambu Conceito Pátio Paulista,0,5,2022-3-1,2022-3-12,Sempre uma experiência maravilhosa. Fomos bem recebidos pelo Felipe Abreu com o atendimento excelente e seu parceiro Bruno. Obrigada!,Atendimento e recepção,arianercosta,
52633,Coco Bambu Restaurante,2,5,2019-12-1,2019-12-7,"Ótimo atendimento, cardápio com diversas opções de bebidas e comidas maravilhosas. Garçom Milton muito atencioso...",Fantástico,Jaircjunior13,
179020,Coco Bambu Conceito Eldorado,0,5,2022-3-1,2022-3-13,"Excelente , Devanir nos atendeu super bem. A comida estava muito boa. Amamos estar comemorando o niver aí.",Amigos,568dirleid,
99783,Coco Bambu Anália Franco,0,5,2021-7-1,2021-7-13,"Lugar charmoso, aconchegante de excelente atendimento, comida muito gostosa pratos caprichadas, garçom Souza que nos atendeu muito receptivo e atencioso",Perfeito!,Magda P,
36390,Coco Bambu Frutos do Mar,0,5,2017-2-1,2017-4-18,"Tradicionalmente o melhor camarão da cidade, com ambiente agradável com vista para o mar; boa disponibilidade de vinhos e cervejas especiais. Bom para almoço, jantar e confraternizações.",Melhor camarão da cidade!,thomasyuri,
167446,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-7,"ótimo atendimento do eduardo! comida não demorou, bom ambiente, boa comida, comida muitooo boaa!!! recomendo",aniversário,Adauto F,
28867,Coco Bambu Ribeirao Preto,0,4,2017-3-1,2017-4-4,"Bom espaço físico e atendimento, localizado em um shopping, cardápio enorme, comida muito boa. Restaurante padrão desta rede. Vale muito a pena",Bom como sempre,bernadetejeha,
93816,Coco Bambu,0,5,2017-12-1,2017-12-13,"Apesar do preço ser um pouco alto vale cada centavo. O ambiente é maravilhoso e as comidas divinas. Leque de opção muito grande: pratos de carne, frutos do mar, pizzas, saladas... Melhor restaurante da cidade!",Maravilhoso ,Laisclb,
154649,Coco Bambu Meireles,0,4,2013-12-1,2014-1-10,"O local é bonito, muito bom atendimento, costuma estar lotado, os preços são bem elevados (mas tudo na região é), mas a comida vale o preço cobrado. O camarão terminador é muito bom, assim como a porção de lula. Não experimentamos a parte de carnes,...Mais",A qualidade paga o alto preço cobrado,DiegoPeixoto,
104781,Coco Bambu Frutos do Mar,1,5,2019-5-1,2019-5-18,"Ótimo atendimento do senhor narcélio!bom ambiente, musica agradável e ao vivo, comida saborosa e de bom grado",Jantar em família,Leonardo S,
