Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
153279,Coco Bambu - Dom Pastel,0,5,2018-7-1,2018-7-6,Excelente atendimento do garçom Eduardo e da metre Mônica. Ótima música e ambiente agradável. Recomendo!,Lanche ,Yara S,"('Excelente atendimento do garçom Eduardo e da metre Mônica. Ótima música e ambiente agradável. Recomendo!', {'entities': [(65, 71, 'AMBIENTE'), (74, 82, 'AMBIENTE'), (10, 21, 'SERVIÇO'), (25, 39, 'SERVIÇO'), (45, 57, 'SERVIÇO')]})"
120794,Coco Bambu Brasília Shopping,0,4,2015-10-1,2015-11-30,"Ambiente aconchegante, com comida deliciosa! O Camarão Internacional, especialidade da casa, serve bem 4 pessoas. O preço pode parecer um pouco alto, mas é bem servido.",Excelente Comida,trsdt,"('Ambiente aconchegante, com comida deliciosa! O Camarão Internacional, especialidade da casa, serve bem 4 pessoas. O preço pode parecer um pouco alto, mas é bem servido.', {'entities': [(0, 8, 'AMBIENTE'), (27, 33, 'COMIDA'), (47, 68, 'COMIDA'), (116, 121, 'PREÇO')]})"
15567,Coco Bambu Porto Alegre,0,5,2017-4-1,2017-4-20,"Fomos almoçar durante a semana, achamos perfeito em todos os sentidos. Ficamos surpresas com o valor, tem uma promoção que diversos pratos estão por 59,00 para duas pessoas, preço bem inferior ao que pagaríamos em restaurantes comuns. Comida dez, harmonização perfeita, camarões no ponto... Para...Mais",Excelente,Michelagoncalves,"('Fomos almoçar durante a semana, achamos perfeito em todos os sentidos. Ficamos surpresas com o valor, tem uma promoção que diversos pratos estão por 59,00 para duas pessoas, preço bem inferior ao que pagaríamos em restaurantes comuns. Comida dez, harmonização perfeita, camarões no ponto... Para...Mais', {'entities': [(214, 226, 'GERAL'), (6, 13, 'COMIDA'), (132, 138, 'COMIDA'), (235, 241, 'COMIDA'), (270, 278, 'COMIDA'), (95, 100, 'PREÇO'), (110, 118, 'PREÇO'), (174, 179, 'PREÇO')]})"
61882,Coco Bambu Frutos do Mar,1,5,2019-7-1,2019-7-7,"Atendimento do Sr. Teixeira, pedimos Camarão Internacional e Peixe a Delícia, e apesar do restaurante bem cheio, saiu em 25 minutos. Recomendo!",Jantar dos primos,Jorque,"('Atendimento do Sr. Teixeira, pedimos Camarão Internacional e Peixe a Delícia, e apesar do restaurante bem cheio, saiu em 25 minutos. Recomendo!', {'entities': [(90, 101, 'GERAL'), (37, 58, 'COMIDA'), (61, 76, 'COMIDA'), (0, 11, 'SERVIÇO'), (15, 27, 'SERVIÇO')]})"
12625,Coco Bambu Iguatemi Fortaleza,0,5,2022-5-1,2022-5-9,"Atendimento incrível com comida e bebida de qualidade, além da atenção e dedicação de todos os colaboradores do restaurante em especial Joel! Onde atendeu super bem e nos indicou pratos incríveis.",Férias Fortaleza! Do Sul ao nordeste,688kathleenn,"('Atendimento incrível com comida e bebida de qualidade, além da atenção e dedicação de todos os colaboradores do restaurante em especial Joel! Onde atendeu super bem e nos indicou pratos incríveis.', {'entities': [(112, 123, 'GERAL'), (25, 31, 'COMIDA'), (179, 185, 'COMIDA'), (34, 40, 'BEBIDA'), (0, 11, 'SERVIÇO'), (95, 108, 'SERVIÇO'), (136, 140, 'SERVIÇO')]})"
160476,Coco Bambu Meireles,0,5,2017-2-1,2017-2-16,"Restaurante muito aconchegante, com vários ambientes, todos bonitos. Bom atendimento. O pastel gigante é ótimo como entrada e para bater fotos. Todos os pratos Sāo bem servidos.",Ótimo,Marcia S,"('Restaurante muito aconchegante, com vários ambientes, todos bonitos. Bom atendimento. O pastel gigante é ótimo como entrada e para bater fotos. Todos os pratos Sāo bem servidos.', {'entities': [(43, 52, 'AMBIENTE'), (0, 11, 'GERAL'), (88, 102, 'COMIDA'), (116, 123, 'COMIDA'), (153, 159, 'COMIDA'), (73, 84, 'SERVIÇO')]})"
165690,Coco Bambu - Dom Pastel,0,5,2017-9-1,2017-9-16,"Tudo excelente! Fomos atendidos pelo João Paulo que foi muito atencioso. Comemos Camarões Mucuripe, pastel Dom Pastel e Cocada ao forno com sorvete. Recomendo!",Ótimo,michelesL3159VO,"('Tudo excelente! Fomos atendidos pelo João Paulo que foi muito atencioso. Comemos Camarões Mucuripe, pastel Dom Pastel e Cocada ao forno com sorvete. Recomendo!', {'entities': [(81, 98, 'COMIDA'), (100, 117, 'COMIDA'), (120, 147, 'COMIDA'), (37, 47, 'SERVIÇO')]})"
58539,Coco Bambu Recife,1,3,2019-3-1,2019-3-19,"Comida excelente, custo alto, mas entrega qualidade. Atendimento ficou bem a desejar na minha visita.",Boa experiência,victorltda,"('Comida excelente, custo alto, mas entrega qualidade. Atendimento ficou bem a desejar na minha visita.', {'entities': [(0, 6, 'COMIDA'), (53, 64, 'SERVIÇO'), (18, 23, 'PREÇO')]})"
95458,Coco Bambu Lago Sul,0,4,2013-10-1,2014-1-21,"Ambiente agradável, vista muito bonita e preços razoáveis pois a maioria dos pratos servem duas pessoas. Recomendo.",Aniversário de família,MariaT767,"('Ambiente agradável, vista muito bonita e preços razoáveis pois a maioria dos pratos servem duas pessoas. Recomendo.', {'entities': [(0, 8, 'AMBIENTE'), (20, 25, 'AMBIENTE'), (77, 83, 'COMIDA'), (41, 47, 'PREÇO')]})"
13496,Coco Bambu Anália Franco,0,5,2017-12-1,2017-12-6,"O Rei do Trip, garçom Marlon. Excelente atendimento!!! Prato e sobremesa deliciosos. Com surpresa no final! Parabéns Coco Bambu por estar em 1° no trip!!",Comemorando aniversário de casamento no Coco Bambu,Paula P,"('O Rei do Trip, garçom Marlon. Excelente atendimento!!! Prato e sobremesa deliciosos. Com surpresa no final! Parabéns Coco Bambu por estar em 1° no trip!!', {'entities': [(117, 127, 'GERAL'), (55, 60, 'COMIDA'), (63, 72, 'COMIDA'), (15, 28, 'SERVIÇO'), (40, 51, 'SERVIÇO')]})"
28104,Coco Bambu Brasília Shopping,0,5,2015-12-1,2016-1-29,Ambiente maravilhoso. Atendimento perfeito e pratos variados e fartos que agradam o paladar e o bolso. Volto lá sempre que posso.,Excelente!,Maria Liège L,"('Ambiente maravilhoso. Atendimento perfeito e pratos variados e fartos que agradam o paladar e o bolso. Volto lá sempre que posso.', {'entities': [(0, 8, 'AMBIENTE'), (45, 51, 'COMIDA'), (22, 33, 'SERVIÇO'), (96, 101, 'PREÇO')]})"
15624,Coco Bambu - Dom Pastel,0,5,2017-11-1,2017-11-11,"Estamos satisfeitos com o  atendimento  em geral,boa localização,a comida boa,o ambiente  bem climatizado . atendimento João Paulo  e Eduardo.",Aniversário ,wagner g,"('Estamos satisfeitos com o  atendimento  em geral,boa localização,a comida boa,o ambiente  bem climatizado . atendimento João Paulo  e Eduardo.', {'entities': [(80, 88, 'AMBIENTE'), (67, 73, 'COMIDA'), (27, 38, 'SERVIÇO'), (108, 119, 'SERVIÇO'), (120, 130, 'SERVIÇO'), (134, 141, 'SERVIÇO'), (53, 64, 'LOCALIZAÇÃO')]})"
126960,Coco Bambu Frutos do Mar,2,3,2015-12-1,2015-12-4,"Hoje, fui a este restaurante, para a confraternização da turma de Pilates da Academia Personal Care. A comida servida, peixe, foi de péssima qualidade. O serviço estava bom e a carta de vinho bem variada. Que pena.",Qualidade que não se manteve,Francisco S,"('Hoje, fui a este restaurante, para a confraternização da turma de Pilates da Academia Personal Care. A comida servida, peixe, foi de péssima qualidade. O serviço estava bom e a carta de vinho bem variada. Que pena.', {'entities': [(17, 28, 'GERAL'), (103, 109, 'COMIDA'), (119, 124, 'COMIDA'), (177, 191, 'BEBIDA'), (154, 161, 'SERVIÇO')]})"
159442,Coco Bambu Anália Franco,1,5,2018-5-1,2018-5-28,"Lugar bacana, música boa, Comida boa! Atendimento de primeira pelo Marlon e Jadson! Chef Delexon! Voltaremos mais vezes com certeza!",Aniversário de Casamento,Denis Chequer A,"('Lugar bacana, música boa, Comida boa! Atendimento de primeira pelo Marlon e Jadson! Chef Delexon! Voltaremos mais vezes com certeza!', {'entities': [(14, 20, 'AMBIENTE'), (0, 5, 'GERAL'), (26, 32, 'COMIDA'), (38, 49, 'SERVIÇO'), (67, 73, 'SERVIÇO'), (76, 82, 'SERVIÇO'), (84, 96, 'SERVIÇO')]})"
142461,Coco Bambu JK,0,3,2017-10-1,2017-10-13,Espera mais. Ouvimos tanto falar do coco bambu. Que sonhei com um lugar de atendimento impecável e gastronômia maravilhosa. Minha beringela veio morna e não macia como deveria ser. A cocada foi a única coisa que me deixou feliz.,Jantar,Renata R,"('Espera mais. Ouvimos tanto falar do coco bambu. Que sonhei com um lugar de atendimento impecável e gastronômia maravilhosa. Minha beringela veio morna e não macia como deveria ser. A cocada foi a única coisa que me deixou feliz.', {'entities': [(36, 46, 'GERAL'), (66, 71, 'GERAL'), (99, 110, 'COMIDA'), (130, 139, 'COMIDA'), (183, 189, 'COMIDA'), (75, 86, 'SERVIÇO')]})"
106372,Coco Bambu Porto Alegre,0,5,2021-4-1,2021-4-22,Comida ótima e atendimento melhor ainda. Atendimento Excelente do garçom Wandery.  Local para visitar constantemente.,Visita,peettrus,"('Comida ótima e atendimento melhor ainda. Atendimento Excelente do garçom Wandery.  Local para visitar constantemente.', {'entities': [(83, 88, 'GERAL'), (0, 6, 'COMIDA'), (15, 26, 'SERVIÇO'), (41, 52, 'SERVIÇO'), (66, 80, 'SERVIÇO')]})"
21069,Coco Bambu Santo André,12,4,2019-1-1,2019-1-31,"Estivemos no Coco Bambu pela primeira vez ontem, e o que vale ressaltar de cara é toda a beleza do local, o ambiente é lindo, muito bem organizado e confortável.  Percebe-se que se trata de um restaurante recém inaugurado, toda a equipe de atendimento foi...Mais",Experiência ótima. Ambiente encantador.,THIAGOGM82,"('Estivemos no Coco Bambu pela primeira vez ontem, e o que vale ressaltar de cara é toda a beleza do local, o ambiente é lindo, muito bem organizado e confortável.  Percebe-se que se trata de um restaurante recém inaugurado, toda a equipe de atendimento foi...Mais', {'entities': [(108, 116, 'AMBIENTE'), (13, 23, 'GERAL'), (99, 104, 'GERAL'), (193, 204, 'GERAL'), (240, 251, 'SERVIÇO')]})"
14867,Coco Bambu Anália Franco,0,5,2017-3-1,2017-3-10,"Em quase todas as vezes que visitamos a casa, pedimos pratos com base de camarão, como o Mediterrâneo e o Tropical, e desta vez aceitamos a sugestão do garçom Rock e tivemos a grata surpresa com o Camarão ao Forno*, que acompanha risoto de limão...Mais",Sempre excelente!,CinthiaRaCosta,"('Em quase todas as vezes que visitamos a casa, pedimos pratos com base de camarão, como o Mediterrâneo e o Tropical, e desta vez aceitamos a sugestão do garçom Rock e tivemos a grata surpresa com o Camarão ao Forno*, que acompanha risoto de limão...Mais', {'entities': [(40, 44, 'GERAL'), (54, 60, 'COMIDA'), (73, 80, 'COMIDA'), (89, 101, 'COMIDA'), (106, 114, 'COMIDA'), (197, 213, 'COMIDA'), (230, 245, 'COMIDA'), (152, 163, 'SERVIÇO')]})"
70754,Coco Bambu Frutos do Mar,0,5,2016-7-1,2016-10-3,"Sempre tive vontade de conhecer o restaurante, aproveitei minha passagem para fortaleza e fui, seimplesmente maravilhoso, comida, atendimento e custo beneficio. Por ser um restaurante bem conhecido imaginei que os preços fossem um pouco salgados e me enganei, pedimos um prato para 3 pessoas e...Mais",Maravilhoso,Adriane R,"('Sempre tive vontade de conhecer o restaurante, aproveitei minha passagem para fortaleza e fui, seimplesmente maravilhoso, comida, atendimento e custo beneficio. Por ser um restaurante bem conhecido imaginei que os preços fossem um pouco salgados e me enganei, pedimos um prato para 3 pessoas e...Mais', {'entities': [(34, 45, 'GERAL'), (172, 183, 'GERAL'), (122, 128, 'COMIDA'), (271, 276, 'COMIDA'), (130, 141, 'SERVIÇO'), (144, 159, 'PREÇO'), (214, 220, 'PREÇO'), (237, 245, 'PREÇO'), (78, 87, 'LOCALIZAÇÃO')]})"
96402,Coco Bambu Frutos do Mar,0,5,2017-12-1,2017-12-8,Fomos muito bem atendido pelo garçom Wagner!! Nota 10!!! Comida muito bem temperada e servida. Valeu a visita!,Muito bom!!,Ana Claudia G,"('Fomos muito bem atendido pelo garçom Wagner!! Nota 10!!! Comida muito bem temperada e servida. Valeu a visita!', {'entities': [(57, 63, 'COMIDA'), (30, 43, 'SERVIÇO')]})"
171824,Coco Bambu Anália Franco,0,5,2018-4-1,2018-4-21,"Ricardo Mombaça gente fina e super atencioso, com ótimas sugestões de pratos e preocupado com a excelência no atendimento.",Jantar,Vitor P,"('Ricardo Mombaça gente fina e super atencioso, com ótimas sugestões de pratos e preocupado com a excelência no atendimento.', {'entities': [(70, 76, 'COMIDA'), (0, 15, 'SERVIÇO'), (110, 121, 'SERVIÇO')]})"
21341,Coco Bambu SP Market,1,5,2021-5-1,2021-5-22,"Música ambiente ao vivo com repertório agradável,.  A comida é excepcional e o ambiente muito agradável.  Possui espaço Kids","Jantar maravilhoso, qualidade que se mantém a cada visita. O bobó de camarão é formidável.",640robsonb,"('Música ambiente ao vivo com repertório agradável,.  A comida é excepcional e o ambiente muito agradável.  Possui espaço Kids', {'entities': [(0, 6, 'AMBIENTE'), (7, 15, 'AMBIENTE'), (79, 87, 'AMBIENTE'), (113, 124, 'AMBIENTE'), (54, 60, 'COMIDA')]})"
19265,Coco Bambu Market Place,0,5,2016-12-1,2016-12-8,"O restaurante é bem caro, mas porque é de alto nível. A comida é muito boa e vale o preço, pena que eu tenho alergia a camarão. Mas nada que um remédio não resolva depois.",Vale o preço ,denissonp954,"('O restaurante é bem caro, mas porque é de alto nível. A comida é muito boa e vale o preço, pena que eu tenho alergia a camarão. Mas nada que um remédio não resolva depois.', {'entities': [(2, 13, 'GERAL'), (56, 62, 'COMIDA'), (119, 126, 'COMIDA'), (20, 24, 'PREÇO'), (84, 89, 'PREÇO')]})"
111965,Coco Bambu Brasília Shopping,0,5,2016-8-1,2016-8-4,"As refeições, o ambiente e o atendimento no local melhoraram bastante. Percebi o olhar atento da gerência, porque ao reclamar de uma sobremesa, imediatamente me ofereceu - graciosamente - outra. Outro bom diferencial: há delivery de noite.","Muito bom, por isto sempre cheio.",Ricardopiresribeiro,"('As refeições, o ambiente e o atendimento no local melhoraram bastante. Percebi o olhar atento da gerência, porque ao reclamar de uma sobremesa, imediatamente me ofereceu - graciosamente - outra. Outro bom diferencial: há delivery de noite.', {'entities': [(16, 24, 'AMBIENTE'), (44, 49, 'GERAL'), (3, 12, 'COMIDA'), (133, 142, 'COMIDA'), (29, 40, 'SERVIÇO'), (97, 105, 'SERVIÇO')]})"
118813,Coco Bambu Recife,0,5,2020-11-1,2020-11-21,"À começar pela recepcionista Andressa, que nos conduziu com muita gentileza até a mesa. Após, fomos surpreendidos pelo ótimo atendimento do Ricardo, uma figura! O prato estava excepcional.  Em suma, ótima comida e excelente atendimento. Voltamos e voltaremos.",Excelente comida e atendimento.,37667,"('À começar pela recepcionista Andressa, que nos conduziu com muita gentileza até a mesa. Após, fomos surpreendidos pelo ótimo atendimento do Ricardo, uma figura! O prato estava excepcional.  Em suma, ótima comida e excelente atendimento. Voltamos e voltaremos.', {'entities': [(163, 168, 'COMIDA'), (205, 211, 'COMIDA'), (15, 37, 'SERVIÇO'), (125, 136, 'SERVIÇO'), (140, 147, 'SERVIÇO'), (224, 235, 'SERVIÇO')]})"
55010,Coco Bambu JK,0,5,2016-10-1,2016-10-15,"Um dos melhores restaurantes que eu já tive a oportunidade de ir! Tudo perfeito! Atendimento super especial, decoração, público, música ao vivo em bom volume, comida maravilhosa  (fomos de Camarão Internacional), bebida top e a sobremesa fechou com chave de ouro ( cocada ao forno...Mais",Excelente! ,brendadulce,"('Um dos melhores restaurantes que eu já tive a oportunidade de ir! Tudo perfeito! Atendimento super especial, decoração, público, música ao vivo em bom volume, comida maravilhosa  (fomos de Camarão Internacional), bebida top e a sobremesa fechou com chave de ouro ( cocada ao forno...Mais', {'entities': [(109, 118, 'AMBIENTE'), (129, 135, 'AMBIENTE'), (16, 28, 'GERAL'), (159, 165, 'COMIDA'), (189, 210, 'COMIDA'), (228, 237, 'COMIDA'), (265, 280, 'COMIDA'), (213, 219, 'BEBIDA'), (81, 92, 'SERVIÇO')]})"
128708,Coco Bambu JK,0,4,2018-4-1,2018-6-18,"Comida boa, bebida boa, lugar bom, preço justo!  Espaço ideal para grandes grupos. Ideal reservar com antecedência.",30 anos amizades!,André J,"('Comida boa, bebida boa, lugar bom, preço justo!  Espaço ideal para grandes grupos. Ideal reservar com antecedência.', {'entities': [(24, 29, 'GERAL'), (49, 55, 'GERAL'), (0, 6, 'COMIDA'), (12, 18, 'BEBIDA'), (35, 46, 'PREÇO')]})"
73985,Coco Bambu Market Place,0,5,2017-5-1,2017-5-3,"Muito boa está unidade! Já conhecia a casa,mas está em especial tem uma excele te acústica! Garçons muito atenciosos e recepcionistas também! Peixe sofisticado,arroz e batata soute. Sobremesa cocada de forno com sorvete! Hummmm! Muito boa!","Simples apresentação,sabor sofisticado!",r_giag,"('Muito boa está unidade! Já conhecia a casa,mas está em especial tem uma excele te acústica! Garçons muito atenciosos e recepcionistas também! Peixe sofisticado,arroz e batata soute. Sobremesa cocada de forno com sorvete! Hummmm! Muito boa!', {'entities': [(82, 90, 'AMBIENTE'), (15, 22, 'GERAL'), (38, 42, 'GERAL'), (142, 147, 'COMIDA'), (160, 165, 'COMIDA'), (168, 180, 'COMIDA'), (182, 191, 'COMIDA'), (192, 219, 'COMIDA'), (92, 99, 'SERVIÇO'), (119, 133, 'SERVIÇO')]})"
51537,Coco Bambu Restaurante,0,5,2021-9-1,2021-9-28,"O atendimento foi excelente, garçons super atenciosos, principalmente o Boaz, que foi o responsável pelo nosso atendimento. Os pratos são ótimos e serviram muito bem a todos os convidados, a apresentação é excelente e o sabor é melhor ainda! A expectativa foi superada com pratos...Mais",Aniversário da Mirtes,BessasVictor,"('O atendimento foi excelente, garçons super atenciosos, principalmente o Boaz, que foi o responsável pelo nosso atendimento. Os pratos são ótimos e serviram muito bem a todos os convidados, a apresentação é excelente e o sabor é melhor ainda! A expectativa foi superada com pratos...Mais', {'entities': [(127, 133, 'COMIDA'), (273, 279, 'COMIDA'), (2, 13, 'SERVIÇO'), (29, 36, 'SERVIÇO'), (72, 76, 'SERVIÇO'), (111, 122, 'SERVIÇO')]})"
92304,Coco Bambu Lago Sul,0,4,2018-12-1,2019-6-5,"Local agradável, muito aconchegante e  ótimo atendimento comida boa com preço bom   bebida gelada e ambiente limpo",COMEMORAÇÃO DE NIVER,Cleonice O,"('Local agradável, muito aconchegante e  ótimo atendimento comida boa com preço bom   bebida gelada e ambiente limpo', {'entities': [(100, 108, 'AMBIENTE'), (0, 5, 'GERAL'), (57, 63, 'COMIDA'), (84, 90, 'BEBIDA'), (45, 56, 'SERVIÇO'), (72, 77, 'PREÇO')]})"
128164,Coco Bambu Manaus,2,5,2017-8-1,2017-8-26,"Muito bom 👏 vale muito a pena fazer uma visita, indico o camarão internacional para quem ainda não conhece o lugar, esse prato é sensacional... serve 3 pessoas que come muito ou até 4 pessoas que comam normal.",Pontes,Marcos E,"('Muito bom 👏 vale muito a pena fazer uma visita, indico o camarão internacional para quem ainda não conhece o lugar, esse prato é sensacional... serve 3 pessoas que come muito ou até 4 pessoas que comam normal.', {'entities': [(109, 114, 'GERAL'), (57, 78, 'COMIDA'), (121, 126, 'COMIDA')]})"
75465,Coco Bambu Anália Franco,0,5,2016-11-1,2017-10-2,"Ambiente em dois níveis. Frequento o nível superior, madeira de lei, meia luz que incide sobre as mesas. Não deixe de apreciar os camarões Jangadeiros e a Lagosta grelhada. Maravilhosos. Lugar ótimos para reunir família e amigos.",ambiente e comida ótimos,Mazelira,"('Ambiente em dois níveis. Frequento o nível superior, madeira de lei, meia luz que incide sobre as mesas. Não deixe de apreciar os camarões Jangadeiros e a Lagosta grelhada. Maravilhosos. Lugar ótimos para reunir família e amigos.', {'entities': [(0, 8, 'AMBIENTE'), (53, 67, 'AMBIENTE'), (74, 77, 'AMBIENTE'), (187, 192, 'GERAL'), (130, 150, 'COMIDA'), (155, 171, 'COMIDA')]})"
57527,Coco Bambu Lago Sul,0,5,2019-12-1,2019-12-8,"Restaurantes muito agradável , ambiente aconchegante e o garçom expedido , foi muito receptivo , atencioso , um garçom excelente. Muito obrigada pelo atendimento expedito",Elogio,257thalitar,"('Restaurantes muito agradável , ambiente aconchegante e o garçom expedido , foi muito receptivo , atencioso , um garçom excelente. Muito obrigada pelo atendimento expedito', {'entities': [(31, 39, 'AMBIENTE'), (0, 12, 'GERAL'), (57, 72, 'SERVIÇO'), (112, 118, 'SERVIÇO'), (150, 170, 'SERVIÇO')]})"
157176,Coco Bambu SP Market,0,5,2019-6-1,2019-6-28,Garçom Wagner atencioso. Jantar delicioso!!! Diversas musicas ao vivo. Exelente lugar para qualquer ocasião,Jantar,Priscila C,"('Garçom Wagner atencioso. Jantar delicioso!!! Diversas musicas ao vivo. Exelente lugar para qualquer ocasião', {'entities': [(54, 61, 'AMBIENTE'), (80, 85, 'GERAL'), (25, 31, 'COMIDA'), (0, 13, 'SERVIÇO')]})"
45405,Coco Bambu SP Market,0,5,2021-2-1,2021-2-6,o garçom Marcos Abreu e nota 10000 recomendo a todos abraço bom atendimento atencioso uma pessoa extraordinário,Reunião entre amigos,X5398VGalinem,"('o garçom Marcos Abreu e nota 10000 recomendo a todos abraço bom atendimento atencioso uma pessoa extraordinário', {'entities': [(2, 21, 'SERVIÇO'), (64, 75, 'SERVIÇO')]})"
